SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500101,ARVIND Ltd  ,A ,Q,46.45,46.95,45.20,45.55,45.55,46.10,1950,717267,33163988.00,
500102,BALARPUR IND,B ,Q,0.49,0.50,0.47,0.50,0.50,0.49,98,449904,220522.00,
500103,BHEL        ,A ,Q,47.70,47.85,45.75,46.00,46.00,47.20,2287,929344,43457955.00,
500104,HIND.PETRO  ,A ,Q,327.00,329.25,313.35,320.75,321.70,323.10,6948,454259,145410718.00,
500106,IFCI LTD    ,A ,Q,7.34,7.34,6.89,6.90,6.90,6.94,233,294656,2054328.00,
500108,MAHA.TELE   ,B ,Q,7.30,7.87,7.11,7.64,7.64,6.56,2353,2420220,18811924.00,
500109,MRPL        ,A ,Q,53.00,53.40,51.20,51.70,51.25,51.45,2159,198876,10350656.00,
500110,CHENNAI PET.,A ,Q,183.80,183.80,167.00,168.30,168.30,175.50,810,69784,12021020.00,
500111,REL.CAP.    ,A ,Q,22.40,23.65,21.80,22.55,22.55,21.95,3069,856599,19475152.00,
500112,STATE BANK  ,A ,Q,259.90,260.50,248.60,249.90,249.90,255.00,27356,3261583,830037258.00,
500113,STEEL AUTH. ,A ,Q,31.90,31.95,31.00,31.20,31.20,31.45,1818,2208922,69511211.00,
500114,TITAN       ,A ,Q,1300.00,1306.65,1241.05,1251.30,1251.30,1295.00,2986,68404,87154051.00,
500116,IDBI BANK L ,A ,Q,31.10,31.60,30.30,30.55,30.55,30.85,1116,698820,21536889.00,
500117,DCW LTD.    ,B ,Q,15.20,15.45,14.90,14.95,14.90,14.80,62,13840,210635.00,
500119,DHAMPUR SUGA,B ,Q,226.40,232.00,220.80,223.15,223.15,223.35,1627,82937,18755139.00,
500120,DIAMINES&CHM,X ,Q,117.50,119.45,113.30,119.45,119.45,119.10,19,934,109544.00,
500123,ELANTAS     ,B ,Q,2499.95,2520.00,2451.00,2489.30,2489.30,2527.70,134,1608,4011617.00,
500124,DR.REDDY'S  ,A ,Q,2687.00,2687.00,2610.05,2616.45,2610.05,2677.10,1622,17599,46459146.00,
500125,E.I.D.PAR   ,A ,Q,159.70,160.00,157.90,159.10,158.95,159.30,247,3677,585760.00,
500126,PGHL        ,A ,Q,4490.00,4575.90,4435.00,4487.95,4487.95,4441.40,308,893,4011390.00,
500128,ELEC.CASTING,B ,Q,14.89,14.89,14.31,14.39,14.31,14.66,20,3534,51237.00,
500133,ESAB INDIA  ,B ,Q,1226.10,1248.00,1226.00,1231.05,1226.00,1239.70,41,125,154720.00,
500135,ESSEL PROP  ,A ,Q,114.95,115.65,113.50,113.85,113.65,113.95,91,2645319,304078211.00,
500136,ESTER INDUS.,T ,Q,30.70,31.00,30.70,31.00,31.00,30.95,7,1204,37298.00,
500141,FERRO ALLOYS,X ,Q,2.25,2.54,2.25,2.33,2.32,2.38,53,18173,42175.00,
500142,FGP LTD.    ,X ,Q,1.32,1.32,1.28,1.28,1.28,1.30,10,6450,8498.00,
500143,P.H.CAPITAL ,XT,Q,14.70,14.70,14.70,14.70,14.70,14.70,1,1,14.00,
500144,FINOL. CABLE,A ,Q,370.00,375.20,363.35,365.70,367.00,370.55,159,1069,394684.00,
500147,CMI FPE     ,X ,Q,955.00,955.00,905.00,928.95,928.95,925.00,10,183,165809.00,
500148,UFLEX LTD   ,A ,Q,215.30,215.30,209.05,211.40,212.95,210.35,327,6476,1368237.00,
500150,FOSECO INDIA,B ,Q,1300.00,1300.00,1278.00,1278.00,1278.00,1282.00,7,46,59074.00,
500151,GOLDEN TOB  ,B ,Q,26.05,27.30,26.05,27.30,27.30,26.00,8,27,733.00,
500153,GANESH BENZO,X ,Q,31.55,34.85,31.55,34.05,33.15,32.55,87,11509,379753.00,
500155,GARDEN SILK ,B ,Q,10.13,10.70,10.13,10.32,10.16,10.12,7,42,439.00,
500159,METROGLOBL  ,X ,Q,48.10,50.95,46.50,46.50,46.50,48.05,18,1129,54177.00,
500160,GTL LTD.    ,B ,Q,1.91,1.99,1.90,1.95,1.90,2.00,22,12934,25160.00,
500163,GODFREY PH  ,A ,Q,958.00,965.50,945.00,946.75,946.75,958.30,784,6760,6469176.00,
500164,GODREJ IND  ,A ,Q,382.70,386.00,380.00,382.35,382.50,382.10,572,9911,3800984.00,
500165,KANSAI NERO ,A ,Q,497.10,497.15,487.50,491.40,487.50,495.15,196,1957,967893.00,
500166,GOODRICKE   ,X ,Q,162.30,168.65,160.00,166.35,166.35,162.30,76,4326,714066.00,
500168,GOODYEAR (I),B ,Q,929.95,935.00,925.15,929.05,929.00,922.55,64,1634,1520586.00,
500170,GTN INDUS   ,B ,Q,7.01,7.01,7.01,7.01,7.01,7.37,6,700,4907.00,
500171,GHCL LTD    ,A ,Q,210.00,222.00,208.10,215.45,213.00,210.15,160,4675,998845.00,
500173,GFLLIMITED  ,T ,Q,84.05,84.05,83.00,84.05,84.05,80.05,114,16681,1401864.00,
500174,GUJ.LEASE   ,T ,Q,1.80,1.80,1.80,1.80,1.80,1.81,1,21,37.00,
500179,HCL INFOSYS ,B ,Q,7.45,7.75,7.41,7.46,7.52,7.33,220,63176,479366.00,
500180,HDFC BANK   ,A ,Q,1233.50,1239.85,1185.30,1188.95,1188.95,1223.05,12667,310702,374636173.00,
500182,HEROMOTOCO  ,A ,Q,2671.00,2713.20,2659.90,2668.85,2667.80,2665.50,4087,88820,238721046.00,
500183,HIMACHAL FUT,A ,Q,17.90,18.05,17.40,17.60,17.60,17.85,356,256687,4524832.00,
500184,HSCL        ,A ,Q,79.30,79.30,75.00,75.15,75.15,76.80,476,31726,2425371.00,
500185,HIND.CONSTN.,B ,Q,8.25,8.68,8.25,8.31,8.30,8.27,127,58711,490922.00,
500186,HIND.OIL EXP,B ,Q,94.65,95.25,93.00,93.20,93.15,94.25,355,7636,714223.00,
500187,HSIL        ,B ,Q,42.00,42.00,40.40,40.75,41.10,41.65,71,5736,235226.00,
500188,HINDUS.ZI   ,A ,Q,210.20,211.50,207.10,207.75,207.75,210.10,816,26321,5501867.00,
500189,HINDUJA VENT,B ,Q,329.25,342.00,307.70,315.35,319.65,323.60,152,992,315300.00,
500191,HMT LTD.    ,Z ,Q,12.50,12.55,11.60,12.50,12.50,12.00,24,2776,33626.00,
500192,PRAG BOSIMI ,XT,Q,2.70,2.70,2.70,2.70,2.70,2.80,2,101,272.00,
500193,HOTEL LEELA.,B ,Q,6.70,7.30,6.61,7.02,6.99,7.03,85,47116,333457.00,
500199,I.G.PETRO   ,B ,Q,161.00,161.00,148.00,152.30,152.30,161.50,240,4678,724752.00,
500201,IND.GLYCOLS ,B ,Q,224.00,224.75,215.00,216.00,215.50,220.70,178,3365,738407.00,
500207,INDO RAMA   ,B ,Q,29.00,29.30,28.55,28.60,28.55,30.00,18,2966,85095.00,
500209,INFOSYS LTD ,A ,Q,795.00,797.55,788.10,793.25,793.25,785.50,3986,215977,171478804.00,
500210,INGERSOLL   ,B ,Q,626.05,633.90,615.80,617.90,616.05,636.05,153,363,226159.00,
500211,INSILCO LTD.,X ,Q,14.50,14.90,14.50,14.90,14.90,14.50,11,423,6141.00,
500212,INTEG.FIN.SE,XT,Q,19.10,19.10,19.10,19.10,19.10,20.00,1,1,19.00,
500213,INTER.TRAVEL,X ,Q,86.00,86.05,86.00,86.00,86.00,84.95,15,1154,99245.00,
500214,ION EXCHANGE,X ,Q,717.00,740.00,700.00,703.50,704.85,727.00,1393,20966,15203241.00,
500215,AGRO TECH FO,B ,Q,466.00,492.45,466.00,485.30,485.00,494.05,12,49,23820.00,
500219,JAIN IRRIG  ,A ,Q,18.85,18.95,18.10,18.20,18.20,18.65,382,115699,2139858.00,
500220,JASCH INDUST,X ,Q,43.25,43.25,41.50,41.70,41.60,43.25,56,5009,208935.00,
500223,JCT LTD     ,X ,Q,0.83,0.83,0.71,0.72,0.72,0.76,65,71708,52752.00,
500227,JINDAL POLYF,B ,Q,222.50,239.55,222.40,224.55,224.70,220.30,150,11326,2694315.00,
500228,JSWSL       ,A ,Q,222.00,223.70,212.35,214.45,214.45,221.40,4312,622534,136501582.00,
500231,UMANG DAIR  ,B ,Q,39.00,39.00,36.55,37.00,37.00,37.50,20,321,11906.00,
500233,KAJARIA CER.,A ,Q,563.40,570.75,559.00,560.35,559.70,560.85,244,5954,3353815.00,
500234,KAKATIYA CEM,B ,Q,153.25,156.00,148.70,150.55,150.20,152.40,282,3379,513463.00,
500235,KALYANI STEL,B ,Q,186.60,187.00,185.00,185.70,185.00,186.85,62,585,108820.00,
500238,WHIRLPOOL   ,A ,Q,1969.90,1980.00,1910.00,1927.80,1930.00,1956.10,613,2747,5354689.00,
500239,KG DENIM    ,X ,Q,28.00,32.05,27.50,29.20,29.00,29.20,55,4916,141379.00,
500240,KINETIC ENG.,XT,Q,36.90,36.90,35.15,36.90,36.90,36.95,27,1943,69145.00,
500241,KIRL.BROS.  ,B ,Q,152.00,156.65,149.10,149.20,149.20,154.65,62,1996,300941.00,
500243,KIRL INDUS  ,B ,Q,657.20,727.45,657.20,679.90,679.90,681.00,12,1008,707963.00,
500245,KIRL.FERROUS,B ,Q,63.00,63.70,61.60,61.90,61.70,63.05,106,38967,2431151.00,
500246,ENVAIN ELECT,XT,Q,21.00,21.00,21.00,21.00,21.00,20.00,2,51,1071.00,
500247,KOTAK MAH.BK,A ,Q,1620.90,1634.20,1557.90,1562.35,1560.10,1616.00,5912,471750,759401911.00,
500249,KSB         ,B ,Q,651.00,668.60,651.00,652.25,651.50,657.00,14,22,14416.00,
500250,L.G.BALKRISH,B ,Q,285.00,285.00,272.05,278.30,278.30,285.80,68,379,105882.00,
500251,TRENT LTD.  ,A ,Q,502.65,504.00,485.30,490.45,490.45,499.15,401,5551,2761909.00,
500252,LAXMIMACH   ,A ,Q,3457.05,3600.00,3400.00,3420.95,3420.95,3457.90,107,311,1074267.00,
500253,LIC HOUS.FIN,A ,Q,383.75,385.80,370.60,372.75,372.75,380.25,2060,120315,45566952.00,
500254,UTTAMVALUE  ,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,7,3078,584.00,
500257,LUPIN LTD.  ,A ,Q,701.00,708.05,684.65,686.60,686.60,701.05,1320,39875,27709070.00,
500259,LYKA LABS   ,B ,Q,16.00,16.85,15.65,16.30,16.50,16.05,16,822,13464.00,
500260,RAMCOCEM    ,A ,Q,721.60,735.00,712.40,721.40,719.00,719.25,378,5753,4170263.00,
500264,MAFATLAL IND,X ,Q,71.05,74.95,71.05,72.00,71.20,71.20,28,800,58716.00,
500265,MAH.SEAMLESS,A ,Q,372.50,372.50,366.05,366.40,366.05,369.15,28,162,59645.00,
500266,MAH.SCOOTER ,A ,Q,4427.25,4518.45,4382.40,4401.55,4396.00,4418.00,139,294,1301646.00,
500267,MAJESTIC AUT,X ,Q,136.00,136.00,130.05,134.05,134.05,130.25,14,109,14663.00,
500268,MANALI PETRO,B ,Q,18.90,19.20,18.65,18.85,18.90,18.70,175,33286,628990.00,
500271,MFSL        ,A ,Q,419.60,423.00,404.30,405.45,405.00,418.55,434,20027,8304933.00,
500277,MID INDIA IN,XT,Q,0.56,0.56,0.56,0.56,0.56,0.54,2,301,168.00,
500279,MIRC ELECT  ,B ,Q,6.90,7.10,6.78,6.86,6.83,6.95,91,15773,109387.00,
500280,CENTURY ENKA,B ,Q,180.00,180.55,171.05,173.80,173.80,176.35,642,6349,1118596.00,
500284,LORDS CHLORO,XT,Q,42.15,42.15,39.00,42.00,42.00,40.15,14,494,20682.00,
500285,SPICEJET LTD,A ,Q,125.00,125.00,121.60,122.30,122.30,124.00,3854,258887,31856041.00,
500288,MOREPEN LAB.,B ,Q,16.00,16.40,15.90,15.90,15.90,15.95,137,39731,637948.00,
500290,MRF LTD.    ,A ,Q,61670.00,61909.65,60564.30,60916.80,60716.05,61534.55,216,273,16770209.00,
500292,HEIDEL CEM  ,A ,Q,187.00,188.50,184.80,185.25,185.25,185.15,204,7645,1422688.00,
500294,NCC         ,A ,Q,54.00,54.25,51.00,51.30,51.30,52.80,2458,1292485,67857204.00,
500295,VEDL        ,A ,Q,145.90,147.00,142.55,143.30,143.30,144.35,3429,871679,126705137.00,
500296,NAHAR SPG.  ,B ,Q,50.00,50.25,49.50,49.50,49.50,48.75,4,34,1689.00,
500298,NAT.PEROXIDE,B ,Q,1840.00,1840.00,1776.00,1799.35,1799.35,1788.60,720,5007,9069118.00,
500300,GRASIM IND. ,A ,Q,680.00,681.05,650.30,654.35,654.35,680.05,4359,137903,91563662.00,
500302,PEL         ,A ,Q,1602.00,1613.75,1551.35,1596.60,1596.60,1573.25,5356,111421,176804608.00,
500304,NIIT LTD.   ,B ,Q,90.00,91.00,89.60,90.50,90.45,89.95,338,10146,915195.00,
500306,JAYKAY      ,XT,Q,4.25,4.37,4.18,4.21,4.21,4.38,20,2323,9788.00,
500307,NIRLON      ,B ,Q,225.50,227.95,225.20,225.95,225.20,227.25,48,5640,1272448.00,
500312,ONGC CORPN  ,A ,Q,130.25,132.70,127.35,129.60,129.35,128.30,6834,838187,108929314.00,
500313,OIL COUNTRY ,B ,Q,7.20,7.20,6.53,6.53,6.53,6.87,8,305,2085.00,
500314,ORIENT HOTEL,B ,Q,37.50,37.95,35.65,36.10,36.05,37.50,29,543,19769.00,
500315,ORINTAL BANK,A ,Q,59.30,59.50,57.15,58.40,57.90,58.60,412,40333,2360790.00,
500317,OSWAL AGRO. ,B ,Q,6.80,6.80,6.02,6.07,6.25,6.01,47,5361,33165.00,
500325,RELIANCE    ,A ,Q,1317.10,1328.50,1304.05,1307.45,1307.45,1311.00,9307,247244,326097491.00,
500327,PILITA      ,B ,Q,4.81,5.10,4.80,4.86,4.80,4.98,7,1062,5115.00,
500329,PENTAMED.G  ,XT,Q,0.30,0.31,0.30,0.31,0.31,0.31,11,6100,1870.00,
500330,RAYMOND     ,A ,Q,562.70,562.70,548.75,553.20,553.65,556.25,809,14567,8062682.00,
500331,PIDILITE    ,A ,Q,1396.00,1396.00,1364.00,1367.55,1369.00,1392.55,1726,28398,39173451.00,
500333,PIX TRANS   ,X ,Q,123.75,126.50,120.00,121.30,121.30,123.75,49,1855,227521.00,
500335,BIRLA CORPN.,A ,Q,549.95,549.95,535.00,536.05,536.00,548.60,144,1268,685018.00,
500336,SURYA ROSHNI,B ,Q,176.30,178.50,172.60,174.65,174.65,175.40,461,9670,1694801.00,
500337,PRIME SECUR.,B ,Q,35.60,35.60,32.05,32.95,32.95,33.95,104,101741,3354816.00,
500338,PRSMJOHNSN  ,A ,Q,79.00,79.95,78.95,79.05,79.05,79.00,183,5702,450829.00,
500339,RAIN        ,A ,Q,91.40,91.80,89.25,89.85,89.65,90.40,534,23775,2149097.00,
500343,AMJLAND     ,B ,Q,16.20,16.80,15.80,16.40,16.40,16.95,14,631,10409.00,
500346,PUN.COMMUNI.,B ,Q,10.71,11.83,10.71,11.02,11.83,11.27,8,476,5160.00,
500350,RSWM  LTD   ,B ,Q,102.85,104.80,100.10,101.60,102.95,103.30,131,1498,153325.00,
500354,RAJSH.SUGAR ,B ,Q,16.25,16.40,16.25,16.40,16.40,16.40,3,62,1016.00,
500355,RALLIS INDIA,A ,Q,167.45,169.40,162.95,165.10,163.60,167.05,166,4801,800208.00,
500356,RAMANEWS    ,B ,Q,15.95,15.95,15.20,15.40,15.45,15.70,96,2813,43550.00,
500357,RAMA PAPER  ,XT,Q,13.70,14.00,13.55,13.55,13.55,14.25,14,1952,26517.00,
500360,RAPICUT CARB,X ,Q,41.00,41.00,39.95,40.10,40.10,40.40,13,936,37999.00,
500365,WELSPLSOL   ,X ,Q,12.88,12.88,12.00,12.24,12.05,12.45,33,22054,266590.00,
500366,ROLTA (I)   ,T ,Q,4.72,4.94,4.66,4.76,4.75,4.81,94,106987,509007.00,
500367,RUBFILA INT.,X ,Q,33.90,34.40,32.50,32.70,32.50,33.20,43,4390,143855.00,
500368,RUCHI SOYA  ,B ,Q,3.51,3.63,3.40,3.60,3.60,3.46,313,519429,1818185.00,
500378,JINDAL SAW  ,A ,Q,83.10,84.45,80.05,80.50,80.50,83.00,581,35648,2929914.00,
500380,JK LAKSHMI  ,A ,Q,297.00,305.00,295.00,299.05,297.00,302.05,184,2892,872332.00,
500387,SHREE CEMENT,A ,Q,18285.60,18285.60,18018.90,18127.45,18170.50,18270.70,273,585,10602094.00,
500390,REL INFRA   ,A ,Q,27.00,27.65,25.45,26.10,26.10,26.05,2938,1862384,49720057.00,
500399,STEELCO GUJ.,XT,Q,2.37,2.37,2.36,2.36,2.36,2.37,2,65,153.00,
500400,TATA POWER  ,A ,Q,59.85,59.85,57.80,58.05,58.05,59.35,898,403628,23770656.00,
500402,SPMLINFRA   ,B ,Q,9.96,9.96,9.95,9.95,9.95,10.47,2,500,4977.00,
500403,SUNDARAM FAS,A ,Q,484.80,484.80,460.10,466.00,463.00,465.70,129,1526,709607.00,
500404,SUNFLAG IRON,B ,Q,28.15,29.50,27.40,27.45,27.45,27.55,59,4855,134163.00,
500405,SUPREME PET ,B ,Q,168.00,173.20,168.00,170.05,170.05,169.25,22,252,43360.00,
500407,SWARAJ ENGIN,B ,Q,1150.00,1174.95,1123.05,1130.10,1130.05,1159.10,45,43002,49451890.00,
500408,TATA ELXSI  ,A ,Q,695.00,696.00,680.60,682.00,682.20,687.00,1534,68489,46973378.00,
500410,ACC LTD     ,A ,Q,1563.00,1563.00,1483.30,1488.25,1488.25,1545.90,1769,25247,38239153.00,
500411,THERMAX     ,A ,Q,1150.00,1170.00,1122.55,1131.50,1122.55,1138.85,164,655,750253.00,
500412,THIRUMALAI  ,B ,Q,69.95,70.00,64.50,64.95,64.95,68.80,478,31931,2124273.00,
500413,THOMAS COOK ,A ,Q,139.30,142.50,138.35,140.25,138.35,140.60,251,7015,986046.00,
500414,TIMEX GROUP ,X ,Q,36.85,36.85,34.25,34.45,34.30,35.25,52,5271,183015.00,
500418,TOKYO PLAST ,B ,Q,52.65,54.40,52.30,53.85,53.85,52.70,9,128,6839.00,
500420,TORRENT PHAR,A ,Q,1603.10,1658.15,1603.10,1630.25,1631.95,1597.30,550,4826,7913129.00,
500421,TPI INDIA   ,XT,Q,3.61,3.61,3.61,3.61,3.61,3.80,2,100,361.00,
500422,TRANSCHEM   ,XT,Q,12.70,13.81,12.51,12.51,12.51,13.16,15,1329,16898.00,
500425,AMBUJA CEME ,A ,Q,197.95,198.15,189.05,189.80,189.80,196.50,1588,156941,30278768.00,
500426,UTLINDS     ,XT,Q,6.45,6.45,6.00,6.00,6.00,6.18,3,111,710.00,
500429,UNIPHOS ENT.,B ,Q,68.10,70.00,68.00,69.00,70.00,67.10,5,5,342.00,
500439,VARD HOLDNG ,B ,Q,1521.20,1521.20,1502.25,1502.25,1502.25,1525.00,2,2,3023.00,
500440,HINDALCO    ,A ,Q,184.00,185.75,181.65,182.15,182.15,182.60,1355,311752,57324770.00,
500444,WEST COAS PA,B ,Q,251.10,252.95,245.10,246.70,246.70,250.65,405,7320,1820779.00,
500449,HIND.ORG.CHM,B ,Q,14.95,15.40,14.55,14.95,15.40,14.60,123,20587,305887.00,
500456,PAS.ACRYLON ,X ,Q,15.00,15.45,15.00,15.10,15.40,15.25,39,2880,43416.00,
500459,PROCTER &GAM,A ,Q,11773.80,11794.90,11460.40,11578.90,11470.00,11747.55,50,79,921084.00,
500460,MUKAND LTD. ,B ,Q,31.40,32.00,29.90,31.10,31.65,31.40,217,4190,130826.00,
500464,UCAL FUEL   ,B ,Q,125.00,125.00,114.10,116.40,116.40,122.55,245,3721,440789.00,
500467,HARR.MALAYAL,B ,Q,53.80,55.55,52.00,54.35,53.10,53.70,271,14706,798724.00,
500469,FEDERAL BANK,A ,Q,89.05,89.60,84.35,85.80,85.50,88.90,2717,1443127,125155404.00,
500470,TATA STEEL  ,A ,Q,342.15,344.90,331.25,333.10,333.10,339.60,9312,714654,242269163.00,
500472,SKF INDIA   ,A ,Q,2176.30,2176.30,2045.15,2072.00,2046.10,2150.40,118,398,836954.00,
500477,ASHOK LEYL. ,A ,Q,68.60,72.70,66.90,68.10,68.10,67.60,9418,3194211,222471202.00,
500480,CUMMINS (I) ,A ,Q,563.85,569.80,539.00,551.20,551.20,559.00,1799,35745,19835601.00,
500483,TATA COMM   ,B ,Q,368.55,372.00,364.95,366.10,366.10,368.10,216,6841,2526176.00,
500488,ABBOTT (I)  ,A ,Q,11109.70,11163.50,10775.00,10829.95,10800.00,10961.50,249,403,4430755.00,
500490,BAJ HOLD INV,A ,Q,3497.60,3629.30,3497.60,3589.95,3581.90,3527.00,322,1126,4029175.00,
500493,BHARAT FORGE,A ,Q,442.65,449.35,422.25,425.15,422.35,441.70,1488,66132,28698944.00,
500495,ESCORTS LTD.,A ,Q,624.00,626.05,593.30,598.35,598.35,619.20,4359,265005,162289984.00,
500500,HIND.MOTORS ,B ,Q,5.80,5.88,5.10,5.70,5.88,5.53,143,70822,393612.00,
500510,LARSEN & TOU,A ,Q,1465.00,1473.85,1420.50,1424.15,1424.15,1458.35,7552,231648,335937435.00,
500520,MAH & MAH   ,A ,Q,569.00,575.10,555.70,563.90,563.90,562.65,3280,164551,93494635.00,
500530,BOSCH LTD   ,A ,Q,13561.45,13666.85,13165.75,13278.80,13165.75,13556.35,290,694,9295652.00,
500540,PREMIER LTD ,T ,Q,2.32,2.32,2.32,2.32,2.32,2.44,4,1026,2380.00,
500547,BHARAT PET. ,A ,Q,547.00,547.50,511.65,515.20,515.20,531.90,16820,1282399,670145329.00,
500550,SIEMENS LTD.,A ,Q,1532.25,1557.05,1530.10,1534.00,1542.80,1521.30,2232,32531,50151042.00,
500570,TATA MOTORS ,A ,Q,124.95,124.95,118.65,119.55,119.55,122.45,8827,2314731,280967326.00,
500575,VOLTAS LTD  ,A ,Q,679.00,679.00,653.00,655.60,656.00,674.60,465,22210,14718194.00,
500620,GREAT EASTE ,A ,Q,283.00,283.00,275.00,278.10,278.10,280.55,156,756,209341.00,
500645,DEEPAK FERT.,A ,Q,95.95,97.65,91.80,92.25,92.05,95.35,438,24872,2342191.00,
500650,EXCEL INDUST,B ,Q,899.90,908.35,877.80,905.85,898.10,898.35,87,403,361363.00,
