SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
512587,ZODIAC JRD  ,B ,Q,28.15,34.45,28.15,32.05,32.05,33.75,17,36,1154.00,
512595,UNIMODE OVER,XT,Q,13.80,13.80,13.80,13.80,13.80,13.80,1,1,13.00,
512599,ADANI ENTER ,A ,Q,144.40,144.80,137.50,140.20,140.20,143.40,1224,439424,62336550.00,
512604,HARIA EXPORT,X ,Q,0.80,0.80,0.80,0.80,0.80,0.84,4,101,80.00,
512608,BHANDARI HOS,B ,Q,1.38,1.38,1.10,1.18,1.18,1.15,37,73330,82873.00,
512624,REGENTRP    ,X ,Q,2.18,2.18,2.18,2.18,2.18,2.18,2,15,32.00,
512626,ORBIT EXPORT,B ,Q,97.00,97.00,87.00,89.30,91.90,89.00,88,914,80660.00,
512634,SAVERA IND  ,X ,Q,45.35,45.35,43.00,43.05,43.00,42.50,15,1032,44998.00,
513005,VBC FERRO   ,XT,Q,29.00,29.00,29.00,29.00,29.00,30.00,4,1020,29580.00,
513010,TATASTLLP   ,B ,Q,383.10,395.00,382.25,383.35,382.60,385.15,193,540,208078.00,
513023,NAV BHAR VEN,A ,Q,78.70,79.50,76.65,78.90,78.90,77.90,107,3340,260189.00,
513059,G.S.AUTO INT,X ,Q,4.05,4.40,4.05,4.10,4.10,4.25,5,701,3024.00,
513097,SHIV.BIMETAL,X ,Q,50.25,50.25,47.00,47.75,47.95,47.30,110,11167,529942.00,
513108,GANDHI SP.TU,B ,Q,309.00,324.00,303.15,317.50,317.00,315.00,39,295,91007.00,
513117,AMFORGE IND.,X ,Q,1.16,1.16,1.16,1.16,1.16,1.16,2,52,60.00,
513121,ORICON ENT  ,B ,Q,19.25,19.25,18.25,18.30,18.25,19.25,66,13629,251859.00,
513142,BALASORE    ,XT,Q,11.64,12.20,11.06,11.19,11.60,11.64,89,33988,394098.00,
513149,ACROW INDIA ,X ,Q,95.15,95.15,95.15,95.15,95.15,100.15,1,1,95.00,
513179,NAT STL AGRO,T ,Q,2.27,2.27,2.27,2.27,2.27,2.38,1,1000,2270.00,
513216,UTTAM GALVA ,B ,Q,7.30,7.30,6.91,6.91,6.91,6.86,23,2896,20396.00,
513228,PENNAR STEEL,B ,Q,26.20,26.60,26.05,26.10,26.05,26.30,27,2792,73503.00,
513262,ST.STR.WHEEL,B ,Q,775.25,779.95,772.10,779.25,775.00,780.40,17,109,84902.00,
513269,MAN IND.(I) ,B ,Q,41.70,42.25,41.70,41.85,41.70,42.10,21,889,37245.00,
513291,PREM PIPES  ,XT,Q,7.22,7.22,7.22,7.22,7.22,7.60,1,1,7.00,
513305,MORYO IND   ,X ,Q,57.50,57.50,57.50,57.50,57.50,58.65,4,12,690.00,
513309,GOLKONDA    ,Z ,Q,1.90,1.90,1.90,1.90,1.90,1.90,1,1,1.00,
513335,METALFORGE  ,B ,Q,5.40,5.40,5.10,5.30,5.30,5.26,8,107,566.00,
513343,GRAND FOUND ,T ,Q,4.75,4.75,4.53,4.75,4.75,4.53,28,9815,46467.00,
513349,AJMERA      ,B ,Q,122.00,123.10,116.50,117.00,117.00,122.10,287,7369,880541.00,
513353,COCHIN MIN. ,X ,Q,164.45,169.95,161.60,163.70,162.55,159.00,38,1176,194373.00,
513359,PARINFRA    ,X ,Q,0.42,0.42,0.42,0.42,0.42,0.44,3,501,210.00,
513361,ISW LTD     ,X ,Q,0.54,0.56,0.52,0.52,0.52,0.54,16,15851,8244.00,
513369,RAJKUMAR FRG,X ,Q,24.70,25.05,24.70,25.05,25.05,25.90,5,302,7475.00,
513375,CARBORUNDUM ,A ,Q,303.00,303.00,292.50,293.85,294.00,299.85,353,2259,668094.00,
513377,MINERAL&METL,A ,Q,15.90,16.50,15.85,16.25,16.25,15.70,342,111326,1796920.00,
513401,ASHIANA ISP.,X ,Q,14.10,14.20,14.10,14.20,14.20,14.20,5,125,1774.00,
513418,SMFIL       ,XT,Q,0.20,0.20,0.20,0.20,0.20,0.21,1,500,100.00,
513434,TATA METALIK,A ,Q,518.85,527.20,515.00,515.95,515.00,524.20,135,1476,769968.00,
513436,SHAH ALLOYS ,B ,Q,8.17,8.97,8.17,8.92,8.97,8.55,8,1283,11448.00,
513446,MONNETISPA  ,B ,Q,10.50,10.50,9.74,9.85,9.80,10.06,49,4398,45453.00,
513472,SIMPLEX CAST,X ,Q,36.10,36.10,36.10,36.10,36.10,36.10,3,200,7220.00,
513498,SOUTH.MAGNES,XT,Q,13.30,13.30,13.30,13.30,13.30,12.70,1,1,13.00,
513509,KALYANI FORG,T ,Q,166.00,166.00,160.00,160.00,160.00,161.45,2,11,1820.00,
513515,S.R.INDUS.  ,X ,Q,0.52,0.52,0.52,0.52,0.52,0.53,7,5543,2882.00,
513517,STEELCAST   ,X ,Q,115.05,124.95,115.05,124.95,124.95,116.35,4,15,1765.00,
513519,PITTIENG    ,B ,Q,40.50,41.70,39.00,39.80,39.00,40.60,125,11696,485620.00,
513532,PRADEEP MET.,X ,Q,46.60,46.65,43.25,44.65,45.50,44.45,33,4135,189652.00,
513534,VARDHMAN IND,XT,Q,1.57,1.57,1.44,1.57,1.57,1.50,6,2501,3905.00,
513536,GNRL        ,X ,Q,8.22,8.22,8.22,8.22,8.22,8.22,1,1,8.00,
513554,MAHA STEEL  ,B ,Q,137.60,138.35,130.30,138.35,138.35,131.80,254,10609,1452914.00,
513566,NOVA IRON&ST,XT,Q,3.85,3.85,3.80,3.80,3.80,3.87,6,241,921.00,
513599,HIND.COPPER ,A ,Q,33.35,34.80,32.45,32.75,32.75,32.75,1084,209960,7051545.00,
513605,SRIPIPES    ,B ,Q,178.65,178.65,170.05,172.80,172.70,173.90,217,2439,421400.00,
513642,AXEL POLYMER,XT,Q,9.18,9.18,9.18,9.18,9.18,9.66,4,500,4590.00,
513683,NLCINDIA    ,A ,Q,55.95,56.00,54.10,54.25,54.40,56.30,256,15712,859899.00,
513691,JMT AUTO LTD,B ,Q,1.14,1.14,1.14,1.14,1.14,1.09,3,2102,2396.00,
513693,KIC METALIKS,X ,Q,47.10,49.00,47.00,48.00,48.00,49.80,11,327,15516.00,
513699,SOLID STONE ,XT,Q,19.65,19.65,19.65,19.65,19.65,20.05,1,1,19.00,
513709,SHILP GRAVUR,X ,Q,64.50,68.50,64.50,66.55,68.50,63.35,8,637,42195.00,
513713,WHITEORG    ,X ,Q,8.32,8.32,7.60,7.65,7.60,7.87,79,15357,117909.00,
513729,ARO GRANITE ,B ,Q,40.60,41.95,40.40,41.95,41.95,39.85,14,1722,71589.00,
514030,DEEPAK SPINN,X ,Q,85.80,85.90,84.15,85.90,85.90,84.05,5,1601,137469.00,
514034,JBF IND.LTD ,B ,Q,7.50,7.84,7.49,7.84,7.84,7.47,24,2754,21354.00,
514036,LOY.TEX MILL,X ,Q,265.00,267.00,261.75,262.00,262.00,275.50,5,33,8725.00,
514043,HIMAT.SEIDE ,A ,Q,141.00,145.65,137.30,140.90,140.70,133.10,684,16269,2312702.00,
514045,BSL LTD.    ,B ,Q,26.45,26.70,26.45,26.70,26.70,27.30,2,2,53.00,
514087,PBM POLYTEX ,X ,Q,38.15,40.00,38.15,40.00,40.00,39.25,2,101,4038.00,
514113,ADHINATH TEX,XT,Q,2.60,2.60,2.60,2.60,2.60,2.60,3,100,260.00,
514128,KONARK SYN. ,XT,Q,14.79,14.79,14.79,14.79,14.79,14.79,1,1,14.00,
514138,SURYALATA SP,X ,Q,120.30,124.25,117.15,117.15,117.15,123.30,12,2778,333536.00,
514142,TT LTD.     ,B ,Q,30.95,40.70,30.95,37.50,37.50,38.00,6,207,7092.00,
514162,WELSPUN (I) ,A ,Q,51.30,52.40,51.20,52.25,52.00,51.45,296,26971,1397276.00,
514165,IND.ACRYLICS,X ,Q,11.30,11.55,11.00,11.27,11.40,11.30,110,37749,421607.00,
514167,GANESH ECOSP,B ,Q,238.30,244.80,238.00,243.95,243.95,242.15,32,922,224028.00,
514171,CEETA IND.  ,XT,Q,4.66,4.66,4.66,4.66,4.66,4.85,2,201,936.00,
514175,VARDHMAN POL,T ,Q,2.50,2.50,2.50,2.50,2.50,2.60,3,183,457.00,
514183,BLA ROS IND ,X ,Q,69.80,69.85,67.00,69.00,69.00,66.55,133,26894,1862507.00,
514211,SUMEET INDUS,B ,Q,2.00,2.00,1.78,1.80,1.85,1.97,50,38488,72329.00,
514215,BINNY LTD.  ,X ,Q,93.55,93.60,89.00,89.00,89.00,92.15,18,901,82698.00,
514223,RAMGOPAL POL,XT,Q,1.12,1.12,1.12,1.12,1.12,1.12,6,301,337.00,
514234,SANGAM INDIA,B ,Q,37.90,37.90,35.80,36.55,36.65,36.25,26,580,21182.00,
514264,SEASONS TEXT,X ,Q,5.70,6.95,5.70,6.95,6.95,6.32,6,801,5565.00,
514266,ZENITH FIBRE,X ,Q,46.95,51.10,46.85,50.45,50.50,46.10,14,1153,57802.00,
514272,BHILWARA SP.,X ,Q,7.65,8.45,7.65,7.65,7.65,8.05,6,710,5455.00,
514274,AARVEE DENIM,B ,Q,16.00,16.00,14.50,15.40,15.40,15.40,41,1825,26718.00,
514286,ASHIMA LTD. ,B ,Q,7.95,8.88,7.95,8.10,8.10,8.25,8,950,7850.00,
514300,PIONEER EMB ,B ,Q,23.90,24.00,23.00,24.00,24.00,23.20,34,9185,213447.00,
514302,VIPPY SPIN. ,X ,Q,34.10,35.60,34.10,35.40,35.30,36.00,5,22,777.00,
514316,RAGHUVIR SYN,XT,Q,170.00,170.00,170.00,170.00,170.00,170.00,7,441,74970.00,
514322,KAMADGIRI   ,X ,Q,60.35,73.75,60.35,63.15,62.00,73.80,11,119,7575.00,
514326,PATSPIN INDI,B ,Q,6.25,6.40,5.62,6.35,6.35,6.00,23,22013,139079.00,
514354,PREMIER POLY,B ,Q,18.55,19.95,18.55,18.70,19.00,19.05,9,1710,32459.00,
514394,AJIL        ,X ,Q,9.99,9.99,9.99,9.99,9.99,9.80,4,1052,10509.00,
514400,GARWARE SYN.,XT,Q,2.74,2.74,2.74,2.74,2.74,2.88,2,51,139.00,
514412,SARUPINDUS  ,XT,Q,30.50,32.95,30.45,32.95,32.95,32.00,5,295,9362.00,
514418,MANORG      ,X ,Q,346.05,356.50,335.00,347.35,349.00,345.80,125,4154,1440645.00,
514428,HINDU.ADHESI,X ,Q,87.00,89.75,86.00,88.20,89.75,87.45,23,614,54561.00,
514442,SRI KPR IND ,X ,Q,12.50,12.50,12.50,12.50,12.50,12.50,1,1,12.00,
514448,JYOTI RESINS,X ,Q,180.00,183.00,178.05,182.75,183.00,183.80,22,1430,259220.00,
514450,MAHA.RUBTECH,X ,Q,35.10,39.00,35.00,36.00,36.00,36.10,11,579,20841.00,
514470,WIMSOME TEXT,X ,Q,17.95,19.50,17.95,19.50,19.50,18.60,10,963,17964.00,
515018,REG.CERAMIC ,T ,Q,1.64,1.64,1.64,1.64,1.64,1.72,1,1,1.00,
515030,ASAHI IN.GLA,A ,Q,185.00,187.50,181.20,183.65,183.65,181.70,26,584,107230.00,
515037,MURD.CERAM  ,B ,Q,16.30,16.30,15.50,15.50,15.50,16.30,22,3220,51531.00,
515043,SAINT-GOBAIN,X ,Q,42.45,42.45,41.05,41.70,41.70,41.30,126,15300,634446.00,
515055,ANANTRAJ    ,B ,Q,29.00,31.15,29.00,30.30,30.25,30.40,45,5219,158893.00,
515059,MADHUS.IND. ,X ,Q,14.50,14.50,14.50,14.50,14.50,15.00,4,500,7250.00,
515085,RESTILE CER.,X ,Q,2.80,2.80,2.66,2.66,2.66,2.80,12,7730,20565.00,
515093,MADHAV MARB.,B ,Q,23.80,27.00,23.80,24.35,24.35,25.00,57,2561,67697.00,
515127,RAMASIGNS   ,X ,Q,17.20,17.20,15.70,15.70,15.70,16.50,2,15,243.00,
515145,HIND.NAT.GLS,B ,Q,36.30,37.00,36.30,36.30,36.30,38.20,10,3442,124973.00,
515147,HALDYN GLASS,X ,Q,31.00,32.35,31.00,32.00,32.00,31.20,43,11995,380850.00,
516003,DUROPLY     ,X ,Q,55.00,59.95,54.25,54.35,54.35,54.15,15,557,30856.00,
516007,MANGALAM TIM,T ,Q,7.46,7.46,7.46,7.46,7.46,7.46,2,250,1865.00,
516016,SHREYANS IND,B ,Q,128.95,130.40,122.70,126.15,125.00,129.55,162,2675,341256.00,
516022,STAR PAPER  ,B ,Q,136.00,136.00,125.95,125.95,125.95,139.90,552,33814,4334466.00,
516030,YASH PAPERS ,X ,Q,51.90,51.90,49.30,50.80,51.60,50.75,117,27097,1377429.00,
516032,SARDA PAPERS,XT,Q,6.56,6.90,6.56,6.90,6.90,6.90,2,101,662.00,
516062,NAT.PLYWOOD ,XT,Q,18.40,20.25,18.40,18.95,20.00,19.35,8,310,5868.00,
516064,ARROWGREEN  ,B ,Q,50.00,52.20,50.00,51.50,51.50,51.85,22,1788,92494.00,
516072,VISHNU CHEM ,B ,Q,119.00,121.30,119.00,121.30,121.25,119.45,5,38,4571.00,
516078,JUMBO BAG   ,Z ,Q,11.15,11.95,11.00,11.22,11.00,11.40,8,601,6742.00,
516082,N.R.AGARWAL ,B ,Q,249.90,249.90,230.00,232.20,235.00,246.00,369,2170,517557.00,
516086,SH.RAJES.PAP,XT,Q,5.51,5.52,5.51,5.52,5.52,5.55,3,101,557.00,
516096,SANGAL PAPER,XT,Q,82.35,84.50,82.35,84.00,84.00,86.30,9,1202,99944.00,
516106,SH.KARTHIK P,XT,Q,5.10,5.10,5.05,5.10,5.10,5.25,3,439,2238.00,
516108,S.I.PAPER   ,X ,Q,85.75,94.00,85.75,89.00,89.00,90.25,38,10922,977251.00,
517015,VINDHYA TELE,B ,Q,1000.10,1017.35,996.50,1007.40,996.50,1018.50,46,141,142111.00,
517035,RUTTONSHA IN,X ,Q,44.00,44.00,39.60,42.00,42.00,43.80,20,512,21067.00,
517041,ADORWELDING ,B ,Q,304.10,305.90,303.50,305.90,305.90,304.30,4,68,20698.00,
517059,SALZER ELEC ,B ,Q,117.50,122.10,113.20,114.95,114.95,118.00,19,299,34621.00,
517063,JETINFOTRAN ,X ,Q,29.50,30.00,29.50,30.00,30.00,29.60,3,851,25529.00,
517080,HIGHGROUND  ,Z ,Q,0.73,0.73,0.73,0.73,0.73,0.70,10,6112,4461.00,
517096,APLAB LTD.  ,X ,Q,6.64,6.64,6.64,6.64,6.64,6.98,1,1,6.00,
517119,PCS TECH    ,X ,Q,4.19,4.21,4.19,4.21,4.21,4.39,5,1002,4218.00,
517146,USHA MART.LT,B ,Q,27.25,27.45,26.50,27.10,26.75,27.05,65,9211,250293.00,
517166,SPEL SEMICON,XT,Q,4.13,4.29,4.13,4.29,4.29,4.34,10,4360,18016.00,
517168,SUBROS LTD. ,B ,Q,245.80,258.00,240.10,242.65,242.10,243.30,404,3620,889671.00,
517174,HONEYWELL   ,A ,Q,28100.10,28486.95,27550.00,27705.70,27711.80,28053.10,50,5048,141844631.00,
517201,SWITCH.TECH.,XT,Q,47.60,47.60,47.60,47.60,47.60,50.10,2,3,142.00,
517206,LUMAX IND   ,B ,Q,1142.05,1187.00,1142.00,1165.70,1163.00,1181.20,12,19,22172.00,
517214,DIGISPICE   ,B ,Q,5.35,5.79,5.32,5.79,5.79,5.60,9,2327,12435.00,
517230,PREM.AU.ELEC,T ,Q,3.45,3.45,3.45,3.45,3.45,3.29,2,15,51.00,
517236,CALCOM VISIO,X ,Q,26.05,28.05,26.05,26.90,28.05,26.75,49,5287,144628.00,
517238,DYNAVISION  ,XT,Q,43.30,43.30,43.30,43.30,43.30,45.50,1,1,43.00,
517246,BCC FUBA    ,XT,Q,7.30,7.30,7.30,7.30,7.30,7.68,4,300,2190.00,
517258,PRECISION EL,XT,Q,39.30,39.30,39.30,39.30,39.30,37.45,1,2,78.00,
517264,FINELINE CI ,X ,Q,18.00,18.35,17.45,18.35,18.35,18.35,5,202,3580.00,
517271,HBL P SYS   ,B ,Q,17.50,18.35,17.40,18.05,18.30,17.50,76,12081,213731.00,
517288,GUJARATPOLY ,X ,Q,12.82,12.82,11.60,11.60,11.60,12.21,20,1632,19677.00,
517300,GUJ.IND.POW.,B ,Q,69.00,69.70,67.80,68.05,67.80,68.15,101,4407,302609.00,
517320,SAV INFOCOM ,XT,Q,1.86,1.86,1.86,1.86,1.86,1.86,1,1,1.00,
517330,CMI LTD.    ,B ,Q,59.00,61.95,58.35,59.50,59.60,59.60,19,430,25502.00,
517334,MOTHERSON SS,A ,Q,99.80,101.05,97.05,97.45,97.45,99.40,2226,322835,31987189.00,
517344,MINDTECK (I),B ,Q,36.35,36.35,33.00,33.00,33.00,33.40,51,1605,55921.00,
517354,HAVELLSINDIA,A ,Q,704.00,708.15,675.00,679.45,679.60,701.60,1280,50155,34735469.00,
517370,INCAP LTD.  ,XT,Q,20.00,20.00,20.00,20.00,20.00,21.00,2,11,220.00,
517372,GUJ.INTRUX  ,X ,Q,72.60,72.60,72.60,72.60,72.60,76.30,1,1,72.00,
517380,IGARSHI MOT ,B ,Q,183.60,191.95,182.65,190.75,190.75,182.85,1311,19251,3665741.00,
517385,SYMPHONY    ,A ,Q,1272.75,1305.00,1261.00,1271.50,1282.00,1266.05,288,605,781362.00,
517399,VXL INSTRUM.,XT,Q,1.67,1.67,1.67,1.67,1.67,1.75,1,1,1.00,
517411,SHYAM TELEC.,B ,Q,4.65,4.65,4.65,4.65,4.65,4.85,3,269,1250.00,
517415,LEE&NEE SOFT,XT,Q,1.00,1.05,1.00,1.05,1.05,1.05,3,557,572.00,
517417,PATEL AIRTEM,X ,Q,100.00,101.50,100.00,101.50,101.50,102.00,4,22,2217.00,
517421,BFLYGANDHI  ,B ,Q,152.00,153.00,147.10,150.10,148.10,150.25,103,2846,427201.00,
517429,ATHENAGLO   ,X ,Q,40.65,40.65,40.65,40.65,40.65,40.65,2,901,36625.00,
517437,DUTRON POLY.,XT,Q,126.40,135.05,126.40,135.05,135.05,133.05,2,201,27136.00,
517447,R.S.SOFTWARE,B ,Q,18.75,19.15,17.80,18.20,18.85,18.45,19,1305,23646.00,
517449,MAGNA ELECTR,X ,Q,183.00,183.00,167.00,176.10,176.10,177.00,26,745,131823.00,
517477,ELNET TECH. ,X ,Q,97.00,98.00,97.00,97.00,97.00,100.00,5,104,10103.00,
517481,APTL        ,Z ,Q,0.75,0.75,0.75,0.75,0.75,0.78,5,625,468.00,
517494,ACCEL       ,X ,Q,4.80,6.20,4.80,5.53,6.20,5.41,15,627,3456.00,
517498,WEBELSOLAR  ,B ,Q,20.95,21.35,20.55,21.05,21.05,20.35,135,21707,457498.00,
517500,ROTO PUMPS  ,X ,Q,122.15,123.75,121.00,122.85,123.40,123.55,48,2373,291377.00,
517506,TTK PRESTIGE,A ,Q,6039.00,6150.00,6006.00,6033.90,6021.10,6087.40,45,101,613563.00,
517514,DHINDIA     ,X ,Q,17.00,17.60,16.20,16.85,16.65,17.65,19,862,14699.00,
517522,RAJ GLO WIR ,X ,Q,340.00,346.00,337.00,340.00,340.00,340.15,41,1591,540519.00,
517530,SURANATP    ,B ,Q,3.30,3.65,3.30,3.60,3.60,3.40,3,8,28.00,
517536,ONWARD TECHN,B ,Q,63.90,65.00,62.70,64.70,64.00,63.30,82,3967,256085.00,
517544,CENTUM ELEC ,B ,Q,404.00,405.00,392.20,402.50,402.50,394.25,20,146,58787.00,
517548,STARLITE COM,XT,Q,9.90,9.97,9.03,9.90,9.90,9.50,16,1530,14962.00,
517562,TRIGYN TECH ,B ,Q,45.85,48.40,45.70,46.90,47.20,45.65,90,3230,151281.00,
517569,KEI INDUST. ,A ,Q,530.70,536.20,527.75,531.20,530.65,526.65,733,5400,2868788.00,
518011,KEERTHI     ,XT,Q,60.60,65.00,60.60,61.90,61.90,63.60,5,885,54824.00,
518029,GUJ.SIDH.CEM,B ,Q,17.10,17.90,16.90,17.00,17.00,17.00,15,3241,55317.00,
518075,SURAJ PRODUC,Z ,Q,13.66,13.66,13.66,13.66,13.66,14.10,1,96,1311.00,
518091,ANJANI PORTL,B ,Q,136.00,146.15,135.05,146.15,146.15,140.00,13,130,18213.00,
519003,MODINATURAL ,X ,Q,32.00,33.00,32.00,32.00,32.00,33.00,3,650,21050.00,
519091,TASTY BITE  ,B ,Q,9700.00,9700.00,9575.00,9575.00,9575.00,9749.90,5,6,57575.00,
519105,AVT NATURAL ,B ,Q,22.30,23.00,22.25,22.35,22.25,22.50,11,2257,50455.00,
519126,HIND.FOODS  ,T ,Q,521.20,530.00,516.50,528.50,530.00,530.10,13,404,210986.00,
519136,NAHAR INDUST,B ,Q,24.25,25.40,23.30,25.40,25.40,24.65,15,64,1561.00,
519152,VADILAL ENT ,XT,Q,1176.00,1280.00,1176.00,1180.00,1180.00,1228.90,6,7,8566.00,
519156,VADILAL IND ,B ,Q,807.25,820.00,780.40,784.05,784.05,801.50,124,607,488308.00,
519174,ASHIANA AGRO,XT,Q,0.47,0.47,0.47,0.47,0.47,0.49,1,1,0.00,
519183,ADF FOODS LT,B ,Q,273.60,273.60,258.05,259.50,259.85,263.90,73,552,145711.00,
519216,AJANTA SOYA ,X ,Q,19.05,20.35,19.05,20.30,20.30,19.40,17,3453,69535.00,
519224,WILLIAM.MAGO,B ,Q,15.15,15.85,15.00,15.00,15.00,15.75,14,2356,35520.00,
519238,SAPTARISHI A,XT,Q,6.90,7.00,6.90,7.00,7.00,7.03,8,5000,34991.00,
519248,JVL AGRO    ,Z ,Q,0.95,0.95,0.90,0.95,0.95,0.94,14,37411,34676.00,
519260,SANWARIA    ,B ,Q,1.96,1.96,1.88,1.88,1.88,1.97,352,748089,1415051.00,
519262,PRIMA AGRO L,XT,Q,10.65,10.65,10.45,10.45,10.45,11.00,7,351,3670.00,
519279,MADHUR IND  ,XT,Q,7.00,7.00,7.00,7.00,7.00,7.36,1,1,7.00,
519285,TARAI FOODS ,XT,Q,2.89,2.89,2.89,2.89,2.89,3.04,1,80,231.00,
519287,MODERN DAIRI,XT,Q,3.90,3.90,3.71,3.85,3.85,3.90,21,10860,40518.00,
519295,BAMBINO AGRO,X ,Q,130.30,134.90,124.20,129.75,129.25,130.30,20,21678,2812461.00,
519299,PRIME INDS. ,Z ,Q,0.68,0.68,0.68,0.68,0.68,1.36,1,2,1.00,SS
519307,VIKAS WSP   ,B ,Q,11.16,11.72,10.97,11.00,11.10,11.54,244,165320,1837794.00,
519319,JATALIA     ,XT,Q,4.26,4.26,4.25,4.25,4.25,4.06,4,1101,4689.00,
519359,POONA DAL   ,X ,Q,29.95,29.95,24.80,27.50,27.50,27.35,17,211,5649.00,
519373,VIMAL OIL FD,T ,Q,6.55,6.55,6.55,6.55,6.55,6.55,2,100,655.00,
519383,ANIK INDS   ,B ,Q,7.01,7.10,6.81,6.81,6.81,7.55,11,2473,17334.00,
519421,KSE LIMITED ,XT,Q,1348.00,1348.95,1240.50,1290.00,1290.00,1301.05,22,273,351410.00,
519455,NARBADA     ,X ,Q,54.00,54.00,54.00,54.00,54.00,54.50,1,8319,449226.00,
519457,VIRAT CRANE ,X ,Q,20.50,22.85,20.50,22.85,22.85,20.10,8,312,6768.00,
519475,CHORDIA FOOD,X ,Q,130.20,136.00,130.15,134.95,134.95,137.00,14,1500,197968.00,
519483,TAI INDUST. ,XT,Q,13.41,13.41,13.41,13.41,13.41,14.11,1,65,871.00,
519491,OCEAN AGRO  ,XT,Q,23.50,24.00,23.50,23.85,24.00,24.45,6,1006,23806.00,
519494,N K INDUST. ,T ,Q,30.00,30.00,30.00,30.00,30.00,31.00,1,1,30.00,
519532,ASIAN TEA   ,X ,Q,8.00,8.00,8.00,8.00,8.00,8.26,7,2198,17584.00,
519552,HERITGFOOD  ,A ,Q,372.05,372.05,360.00,360.80,360.00,367.90,97,1532,558772.00,
519560,NEHA INTER. ,XT,Q,0.76,0.77,0.76,0.77,0.77,0.80,2,3,2.00,
519566,SIMRAN FARMS,X ,Q,67.00,68.65,64.00,64.75,64.60,67.35,81,3305,217442.00,
519588,DFM FOODS   ,B ,Q,245.90,246.00,241.30,241.30,241.30,243.35,35,702,171394.00,
519600,CCL PRODUCTS,A ,Q,235.90,237.85,233.00,234.15,233.00,235.45,35,461,108126.00,
519602,KELLTONTEC  ,B ,Q,21.05,21.05,21.05,21.05,21.05,22.15,38,53932,1135268.00,
519612,MAHAAN FOODS,X ,Q,13.20,13.20,13.15,13.15,13.15,13.15,2,2,26.00,
520008,RICO AUTO   ,B ,Q,42.00,42.55,39.70,40.00,40.00,40.90,820,57551,2320785.00,
520021,OMAX AUTOS. ,B ,Q,40.25,40.55,38.85,38.85,38.85,40.85,9,1032,40176.00,
520043,MUNJAL SHOWA,B ,Q,133.35,133.35,123.25,125.15,123.50,129.00,55,3151,396503.00,
520051,JAMNA AUTO  ,A ,Q,37.50,37.50,35.30,35.45,35.35,36.05,398,44926,1624673.00,
520056,SUNDAR.CLAY ,B ,Q,1911.30,2040.00,1900.00,1907.30,1907.30,1952.00,44,67,132065.00,
520057,JTEKTINDIA  ,B ,Q,81.00,83.95,78.00,79.05,79.65,81.70,184,9860,803674.00,
520059,MUNAUTO     ,B ,Q,38.65,39.20,37.50,37.85,37.50,38.65,96,11435,436330.00,
520066,JAYBH.MARUTI,B ,Q,179.60,179.60,166.00,167.45,167.45,175.80,628,16565,2814400.00,
520073,RACLGEAR    ,X ,Q,64.50,66.70,64.50,65.95,66.70,65.55,32,3478,228080.00,
520075,SAMKRG PIST.,X ,Q,115.95,121.00,110.55,118.20,121.00,117.00,77,5544,646100.00,
520086,SICAL LOG   ,B ,Q,27.10,28.60,26.70,27.75,27.80,27.85,71,21502,599318.00,
520111,RATNAMNI MET,B ,Q,935.60,969.00,935.60,948.80,944.15,940.50,92,197,188459.00,
520113,VESUVIUS IND,B ,Q,990.00,1026.80,982.10,983.80,982.50,982.30,97,144,143286.00,
520119,AUTOMOTIVE S,B ,Q,31.65,32.40,31.65,32.40,32.40,34.30,68,767,24850.00,
520121,ARCEE INDUST,XT,Q,1.65,1.65,1.65,1.65,1.65,1.65,1,1,1.00,
520123,ABC INDIA   ,X ,Q,57.10,61.00,57.10,61.00,61.00,59.35,6,251,15293.00,
520127,BALURGHAT TE,XT,Q,8.10,8.30,8.10,8.10,8.10,8.05,11,3929,32201.00,
520139,JAGSON AIRLI,XT,Q,0.60,0.60,0.60,0.60,0.60,0.58,1,1,0.00,
520151,SHREY SH LOG,B ,Q,78.50,81.95,78.00,78.50,78.00,81.20,49,477,37807.00,
520155,STARLOG     ,X ,Q,13.72,13.72,12.42,12.42,12.42,13.07,14,520,6565.00,
521014,EUROTEX IND ,B ,Q,13.15,13.15,13.15,13.15,13.15,13.79,4,440,5786.00,
521016,INDO COUNT  ,B ,Q,40.60,42.15,39.20,39.75,39.95,39.70,94,6663,270389.00,
521018,MARAL OVERS ,B ,Q,16.50,18.35,16.45,16.50,16.45,17.20,29,1493,25932.00,
521034,SOMA TEXTILE,T ,Q,3.32,3.32,3.32,3.32,3.32,3.49,1,100,332.00,
521036,SOURCEIND   ,XT,Q,0.50,0.52,0.50,0.52,0.52,0.52,2,51,26.00,
521054,KAKATIYA TEX,XT,Q,3.54,3.70,3.37,3.37,3.37,3.54,13,4502,16403.00,
521064,TRIDENT     ,A ,Q,57.00,57.75,56.80,57.05,57.00,56.85,214,21033,1204390.00,
521070,ALOK INDS.  ,B ,Q,1.36,1.50,1.36,1.50,1.50,1.43,943,7410046,10454632.00,
521082,SPENTEX INDS,T ,Q,0.52,0.52,0.52,0.52,0.52,0.54,1,1,0.00,
521097,AMARJOTHI SP,X ,Q,61.50,63.05,61.50,62.35,62.10,63.70,24,1794,112410.00,
