SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532305,IND-SWIFT LA,B ,Q,45.50,47.50,44.85,46.40,46.55,45.20,851,202987,9214500.00,
532309,GEPIL       ,B ,Q,742.65,799.00,742.65,785.10,779.80,745.70,243,789,617312.00,
532310,SHREE RAMA  ,T ,Q,4.90,4.90,4.88,4.88,4.88,5.13,3,720,3527.00,
532313,MAHINDRALIFE,A ,Q,406.50,410.00,400.50,406.90,404.00,401.10,172,1169,473185.00,
532321,CADILA HEALT,A ,Q,239.60,242.45,235.80,241.80,241.70,239.30,523,35907,8621362.00,
532323,SHIVA CEMENT,X ,Q,9.65,9.99,9.57,9.71,9.71,9.71,195,217231,2132430.00,
532324,CINEVISTA   ,T ,Q,7.60,7.60,7.00,7.50,7.50,7.25,11,3325,24599.00,
532326,INTENS TECH ,B ,Q,34.00,38.00,33.00,34.00,34.00,32.30,846,67610,2422606.00,
532329,DANLAW TECH.,X ,Q,67.00,68.50,59.05,66.00,66.00,62.50,73,4690,291852.00,
532330,BIOPAC INDIA,XT,Q,2.64,2.64,2.42,2.48,2.64,2.52,14,4156,10905.00,
532331,AJANTA PHARM,A ,Q,1050.00,1064.40,1044.15,1056.05,1056.05,1045.25,450,4401,4636749.00,
532333,HB PORTFOLIO,X ,Q,16.50,16.50,15.00,15.41,16.00,16.00,14,1337,20808.00,
532334,HB ESTATE DE,X ,Q,10.00,10.01,10.00,10.00,10.00,10.00,9,311,3111.00,
532336,BARON INFO. ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,100,19.00,
532339,COMPUCOM SOF,B ,Q,9.43,10.00,8.80,9.00,9.00,9.04,50,13148,123106.00,
532341,IZMO        ,B ,Q,37.50,38.80,35.65,36.05,36.70,37.50,368,3454,127269.00,
532343,TVS MOTOR L ,A ,Q,394.50,394.50,382.10,390.25,389.55,389.70,2245,97617,37906652.00,
532345,GATI LTD.   ,B ,Q,54.00,55.95,53.45,55.90,55.90,53.30,1081,126731,7029851.00,
532348,SUBEX LTX   ,B ,Q,5.70,5.80,5.60,5.66,5.66,5.60,96,100256,566890.00,
532349,TRANSPORT CO,B ,Q,279.75,280.00,277.90,278.95,278.80,280.20,63,230,64115.00,
532350,PADMALAYA TE,XT,Q,1.65,1.81,1.65,1.81,1.81,1.73,16,3290,5568.00,
532351,AKSH OPTIFIB,B ,Q,8.90,8.97,8.35,8.90,8.97,8.63,242,60880,535180.00,
532354,VIRGOGLOB   ,XT,Q,2.53,2.53,2.53,2.53,2.53,2.41,4,1102,2788.00,
532355,PICTURHOUSE ,X ,Q,1.98,1.98,1.98,1.98,1.98,1.90,3,15,29.00,
532356,TRIVENI ENGG,B ,Q,57.35,58.00,55.35,57.35,57.20,56.55,519,55112,3150518.00,
532357,MUKTA ARTS  ,B ,Q,37.55,39.35,37.45,37.85,37.60,38.65,18,1723,66038.00,
532362,NAGPUR POWER,X ,Q,26.50,26.50,24.70,26.35,26.45,25.25,13,1040,27529.00,
532366,PNB GILTS   ,B ,Q,36.50,36.50,34.25,35.10,35.10,34.90,236,52828,1858137.00,
532368,BCG         ,B ,Q,3.45,3.45,3.24,3.37,3.37,3.29,88,106237,352470.00,
532369,RAMCO INDS. ,B ,Q,184.10,184.10,184.10,184.10,184.10,185.20,1,10,1841.00,
532370,RAMCO  SYSTM,B ,Q,176.20,177.65,174.05,176.15,177.65,176.10,13,300,52634.00,
532371,TATA TELESER,T ,Q,2.90,3.10,2.90,3.10,3.10,2.96,191,415850,1283148.00,
532372,VIRINCHI    ,X ,Q,48.70,51.45,48.70,50.70,51.00,48.00,205,38167,1927096.00,
532373,WEPSOLN     ,X ,Q,15.00,17.25,15.00,16.90,17.25,15.15,10,2902,49007.00,
532374,STER TECH   ,A ,Q,142.80,145.15,138.00,142.70,142.70,141.25,3548,265138,37637113.00,
532375,TIPSINDUSTR ,B ,Q,70.70,70.85,64.10,68.35,68.40,67.90,76,4565,308525.00,XD
532378,UNIVERSAL A ,XT,Q,0.76,0.84,0.76,0.84,0.84,0.80,4,1705,1392.00,
532380,BABA ARTS   ,X ,Q,2.61,3.05,2.60,2.73,2.73,3.00,9,3143,8237.00,
532382,BALAJI TELE.,B ,Q,57.50,60.90,56.55,57.20,57.15,56.55,223,3461,200635.00,
532384,TYCHE INDS  ,X ,Q,64.80,68.65,63.00,66.15,65.00,61.20,62,3586,236450.00,
532386,CALIFORN.SOF,T ,Q,13.75,13.90,12.65,13.76,13.55,13.24,21,4058,52542.00,
532387,PRITISHN COM,B ,Q,14.21,14.61,14.21,14.55,14.53,14.50,4,506,7359.00,
532388,INDIAN OVER.,A ,Q,10.03,10.20,9.97,10.03,10.04,10.03,120,32791,329340.00,
532390,TAJ GVK HOTL,B ,Q,139.25,141.95,134.00,134.60,135.70,134.80,197,1462,199240.00,
532391,OPTO CIRCUIT,B ,Q,4.40,4.40,4.05,4.33,4.33,4.20,154,63767,270245.00,
532395,AXISCADES   ,B ,Q,74.95,79.60,74.00,78.35,78.35,73.50,415,33608,2563465.00,
532398,UMESL       ,B ,Q,1.07,1.07,1.07,1.07,1.07,1.03,2,255,272.00,
532400,BSOFT       ,A ,Q,71.85,74.50,71.50,74.30,74.00,72.15,758,105209,7715999.00,
532402,USGTECH     ,X ,Q,1.60,1.60,1.60,1.60,1.60,1.60,1,10,16.00,
532404,SAVEN TECHNO,X ,Q,16.00,16.10,14.75,15.10,16.10,15.50,12,378,5797.00,
532406,AVANTEL LTD ,X ,Q,215.00,215.00,206.00,215.00,215.00,214.50,12,391,84020.00,
532407,MOSCHIP     ,X ,Q,16.00,16.94,15.00,15.34,15.49,16.05,65,16563,254860.00,
532408,MEGASOFT LTD,T ,Q,6.30,6.60,6.30,6.50,6.60,6.30,4,10901,68856.00,
532410,TRANSCORP IN,X ,Q,16.30,16.45,16.30,16.45,16.45,17.20,10,576,9474.00,
532411,VISESH INFO.,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,5,4021,763.00,
532413,CEREBRA INTE,B ,Q,23.10,25.95,23.05,25.05,25.05,23.40,260,31676,775854.00,
532416,MID-DAY MULT,B ,Q,12.25,12.25,12.25,12.25,12.25,12.20,1,5,61.00,
532418,ANDHRA BANK ,A ,Q,19.25,19.45,19.05,19.35,19.35,19.25,96,14676,283299.00,
532419,SMARTLINK   ,T ,Q,76.00,76.00,76.00,76.00,76.00,76.00,5,400,30400.00,
532424,GODREJ CONS ,A ,Q,622.25,626.50,615.65,623.05,622.00,617.60,868,15998,9930456.00,
532430,BF UTILI    ,B ,Q,175.70,177.90,172.85,175.55,175.55,174.00,956,33087,5804432.00,
532432,UNITD SPR   ,B ,Q,619.00,619.00,606.60,616.30,616.30,614.35,1881,43691,26754832.00,
532439,OLECTRA     ,B ,Q,181.60,195.00,181.60,190.85,190.85,183.35,383,13689,2606892.00,
532440,MPS LTD     ,B ,Q,484.70,484.70,474.50,477.50,474.50,477.30,56,195,93124.00,
532443,CERA SANITAR,A ,Q,2510.20,2590.00,2505.00,2555.65,2590.00,2483.90,126,3876,9840213.00,
532444,T. SPIRITUAL,XT,Q,0.52,0.52,0.52,0.52,0.52,0.52,3,15,7.00,
532454,BHARTI ARTL ,A ,Q,350.00,350.00,340.85,342.75,342.75,347.45,2873,190962,65507760.00,
532456,COMPUAGE INF,B ,Q,9.94,10.85,9.80,9.88,9.95,9.90,104,27516,280213.00,
532457,GULSHAN POLY,B ,Q,48.70,49.00,48.70,49.00,49.00,48.90,14,1946,94911.00,
532460,PONNI SUG(ER,B ,Q,100.00,112.50,100.00,112.50,112.50,112.40,11,120,13053.00,
532461,PUNJAB NATIO,A ,Q,64.35,65.10,62.80,64.90,64.90,64.55,3602,1574359,100926811.00,
532466,ORACLE FIN  ,A ,Q,2911.10,2958.45,2876.40,2945.15,2948.05,2924.85,326,5680,16709656.00,
532468,KAMAHOLDING ,B ,Q,4926.00,5089.95,4926.00,5023.85,5023.85,4926.00,32,300,1504155.00,
532475,APTECH LTD  ,B ,Q,148.05,152.45,144.00,148.35,148.35,148.65,1733,110439,16369164.00,
532477,UNION BANK L,A ,Q,59.05,59.70,56.35,59.25,59.25,59.15,2219,1230310,71107710.00,
532478,UNITED BREWA,A ,Q,1271.00,1278.10,1263.00,1275.75,1276.45,1270.95,730,39568,50412317.00,
532479,ISMT LTD    ,B ,Q,4.82,4.82,4.54,4.54,4.54,4.63,4,1529,7221.00,
532480,ALLAHABAD BK,A ,Q,33.70,33.85,33.15,33.45,33.45,33.60,187,59507,1986549.00,
532481,NOIDA-TOLL B,B ,Q,5.66,6.04,5.51,6.00,6.00,5.80,42,14508,83848.00,
532482,GRANULES (I),A ,Q,104.00,104.00,100.70,102.60,102.50,104.20,532,42214,4317840.00,
532483,CANARA BANK ,A ,Q,204.50,204.50,196.25,203.40,203.40,203.75,2574,435967,87275422.00,
532485,BALMER LA.IN,B ,Q,392.00,392.10,389.00,391.30,389.30,393.95,145,2755,1075628.00,
532486,POKARNA LTD ,B ,Q,128.20,134.60,125.55,130.75,131.30,129.30,556,5903,768466.00,
532488,DIVI'S LAB. ,A ,Q,1656.60,1656.60,1611.40,1628.00,1626.00,1645.00,818,16857,27367295.00,
532493,ASTRA MICRO ,B ,Q,82.90,82.90,77.30,77.95,77.70,78.20,79,7906,637849.00,
532497,RADICOKHAIT ,A ,Q,301.00,308.95,298.80,306.50,306.50,299.00,802,25095,7606847.00,
532498,SHRMCITYUN  ,A ,Q,1326.65,1334.55,1322.00,1329.65,1325.35,1343.85,63,68,90448.00,
532500,MARUTISUZUK ,A ,Q,6430.00,6512.30,6342.00,6449.80,6449.80,6391.80,12146,91761,591009275.00,
532503,RAJAPAMILLS ,X ,Q,805.00,810.60,797.80,806.10,808.00,802.55,259,3177,2555189.00,
532504,NAVIN FLUORI,A ,Q,755.80,765.00,747.70,752.65,751.00,746.80,393,6176,4671506.00,
532505,UCOBANK     ,A ,Q,15.15,15.15,14.85,14.95,14.95,15.00,97,26926,403272.00,
532507,BAG FIL MED ,B ,Q,1.97,2.06,1.85,1.96,1.96,1.94,193,151030,299920.00,
532508,JSL         ,B ,Q,36.65,36.75,36.00,36.45,36.45,36.20,255,39328,1423167.00,
532509,SUPRAJIT ENG,B ,Q,164.70,175.00,164.70,169.70,167.85,161.45,250,3882,661769.00,
532513,TVSELE      ,B ,Q,128.15,128.50,123.20,125.35,126.05,127.85,110,3856,486141.00,
532514,INDRA GAS   ,A ,Q,327.00,329.90,323.40,328.65,327.90,326.00,695,37492,12268321.00,
532515,TV TODAY    ,B ,Q,298.00,299.65,294.00,297.60,294.00,301.15,147,2893,863178.00,
532521,PALRED      ,B ,Q,21.10,21.10,20.20,20.20,20.20,20.35,10,315,6374.00,
532522,PETRONET LNG,A ,Q,263.55,267.35,263.15,266.60,267.00,263.55,1070,71662,18993115.00,
532523,BIOCON LTD. ,A ,Q,237.80,237.80,230.50,232.55,232.55,232.30,2422,185216,43068924.00,
532524,PTC INDIA   ,A ,Q,64.30,65.20,64.10,64.75,64.70,64.05,1038,127849,8263406.00,
532525,BANK MAHA   ,B ,Q,12.10,12.31,12.00,12.12,12.11,12.07,192,49289,598617.00,
532527,RK FORGINGS ,B ,Q,308.00,308.00,295.50,297.95,297.50,307.30,42,466,141030.00,
532528,DATAM GLOB  ,B ,Q,85.90,90.90,84.55,87.90,87.90,85.70,339,4588,405841.00,
532529,NDTV        ,B ,Q,33.00,33.00,32.00,32.00,32.00,32.20,8,861,28282.00,
532531,STAR        ,A ,Q,397.30,398.70,386.00,392.10,391.90,396.65,1044,70326,27493030.00,
532532,JAIPRA      ,A ,Q,2.50,2.50,2.36,2.39,2.39,2.47,239,417036,1006568.00,
532538,ULTRATECH CM,A ,Q,4005.00,4046.90,3933.90,4032.90,4032.90,4003.20,3116,39127,156659282.00,
532539,MINDA IND   ,A ,Q,336.75,350.00,335.15,348.80,348.80,332.50,732,19743,6758758.00,
532540,TCS LTD.    ,A ,Q,2138.00,2157.90,2116.20,2141.35,2141.35,2133.85,8567,113836,243231963.00,
532541,NIITTECH    ,A ,Q,1405.10,1426.05,1400.15,1411.30,1410.60,1410.30,277,3373,4764161.00,
532543,GULFPETRO   ,B ,Q,37.25,39.55,36.00,37.85,37.85,35.60,164,139361,5057407.00,
532548,CENTURYPLY  ,A ,Q,147.80,152.60,147.80,151.05,149.85,147.05,400,7956,1200806.00,
532553,WELENT      ,B ,Q,100.30,100.40,96.00,97.90,97.85,99.30,167,8721,855068.00,
532555,NTPC LTD    ,A ,Q,122.90,124.25,121.25,124.05,124.05,122.30,1279,255779,31445711.00,
532604,SALSTEEL    ,B ,Q,3.45,3.56,3.25,3.56,3.56,3.24,137,140908,487973.00,
532605,JBM AUTO    ,B ,Q,159.00,163.50,158.00,160.10,160.10,157.00,128,520,83063.00,
532610,DWAR SUGAR  ,B ,Q,24.75,25.80,24.55,25.50,25.50,24.60,315,66900,1685857.00,
532612,INDOCO REM  ,B ,Q,151.20,175.10,151.05,167.05,169.00,159.25,675,8564,1443596.00,
532613,VIPCLOTHNG  ,B ,Q,12.26,12.26,11.85,12.18,12.18,12.15,68,27002,325190.00,
532616,XCHANGING   ,B ,Q,54.50,54.50,52.70,54.05,54.05,54.45,39,1206,64175.00,
532617,JETAIRWAYS  ,T ,Q,39.30,39.30,37.00,37.45,37.90,38.55,185,21348,799145.00,
532621,MORARJETEX  ,B ,Q,13.80,13.80,13.80,13.80,13.80,13.65,1,261,3601.00,
532622,GATEWAY DIST,A ,Q,113.55,115.00,111.15,112.10,111.65,111.75,257,8811,991731.00,
532624,JINDALPH    ,T ,Q,16.00,16.40,16.00,16.40,16.40,16.50,6,1200,19600.00,
532626,PONDY OXIDES,X ,Q,185.00,187.80,180.00,182.40,182.40,182.40,101,2173,399407.00,
532627,JPPOWER     ,B ,Q,1.70,1.74,1.69,1.72,1.73,1.72,144,137867,236249.00,
532628,3I INFOTECH ,B ,Q,2.26,2.35,2.21,2.29,2.28,2.37,172,194870,443860.00,
532629,MCNALLYB    ,T ,Q,4.50,4.60,4.29,4.29,4.29,4.50,12,3934,17685.00,
532630,GOKALDAS    ,B ,Q,86.00,88.30,84.50,87.55,87.25,86.30,299,5090,438035.00,
532633,ALLSEC TECH ,B ,Q,279.20,291.55,263.20,291.20,291.55,265.05,45,236,66876.00,
532636,IIFL        ,A ,Q,116.10,117.35,114.15,116.70,116.45,114.50,66,2508,290645.00,
532637,MAN DRUGORG ,B ,Q,33.00,33.50,32.35,33.50,33.50,33.65,4,191,6256.00,
532638,SHOPPER STOP,A ,Q,396.25,419.85,391.15,409.65,405.65,392.05,239,2576,1050026.00,
532641,NDL         ,B ,Q,34.00,35.45,33.95,35.15,35.40,33.50,95,384,13263.00,
532642,JSWHL       ,B ,Q,2724.00,2784.50,2724.00,2782.05,2750.00,2738.00,16,31,85526.00,
532644,JK CEMENT   ,A ,Q,1019.30,1025.90,1019.30,1021.80,1025.50,1020.45,60,312,318996.00,
532646,UNIPLY IND  ,T ,Q,55.00,58.00,55.00,57.10,57.10,56.00,16,7710,439034.00,
532647,PROVOGUE IND,T ,Q,0.67,0.71,0.65,0.67,0.67,0.68,21,35655,24171.00,
532648,YES BANK    ,A ,Q,67.15,69.50,64.10,68.60,68.60,67.95,47005,20290505,1350031032.00,
532649,NECTAR LIFE ,B ,Q,14.75,14.75,14.32,14.45,14.50,14.73,69,10192,147227.00,
532650,MSP STEEL   ,T ,Q,5.85,5.85,5.70,5.70,5.70,5.74,3,932,5357.00,
532651,SPL INDS    ,B ,Q,35.20,36.70,35.20,36.20,36.50,35.35,88,3548,127613.00,
532652,KARNATAKA BK,A ,Q,78.50,78.85,77.00,78.35,78.15,77.95,343,31194,2428499.00,
532654,MCLEOD RUSSE,T ,Q,11.60,12.24,11.50,11.75,11.80,11.75,39,11969,140977.00,
532656,FACOR ALLOYS,X ,Q,1.05,1.09,1.03,1.05,1.05,1.05,26,66994,70661.00,
532658,EON ELECT   ,B ,Q,14.25,14.25,13.57,14.14,14.14,13.77,10,435,6035.00,
532659,IDFC        ,A ,Q,36.00,36.15,34.90,35.85,35.85,35.45,267,96088,3402462.00,
532660,VIVIMED LABS,B ,Q,18.20,18.40,17.50,17.65,17.50,18.40,59,34916,621047.00,
532661,RANE MADRAS ,B ,Q,312.00,313.55,301.60,303.75,304.55,301.65,46,668,202875.00,
532662,HT MEDIA    ,B ,Q,24.55,24.55,23.40,23.65,23.90,24.00,26,2912,68768.00,
532663,SASKEN      ,B ,Q,504.10,512.25,504.00,512.20,512.25,505.00,22,45,22814.00,
532666,FCS SOFTWARE,T ,Q,0.26,0.26,0.25,0.26,0.26,0.25,55,193526,49944.00,
532667,SUZLONENERGY,A ,Q,3.14,3.14,3.04,3.13,3.13,3.14,117207,2151819,6667665.00,
532668,AURIONPRO SO,B ,Q,89.00,89.00,86.30,86.50,87.05,88.40,29,3628,321005.00,
532670,RENUKA SUGAR,B ,Q,7.98,7.98,7.65,7.83,7.96,7.80,164,95052,739543.00,
532673,KM SUGARMILL,B ,Q,7.35,7.79,7.35,7.77,7.77,7.50,18,6851,52534.00,
532674,BANNARI AMMA,B ,Q,122.00,134.80,122.00,125.40,126.00,128.20,66,1087,136056.00,
532678,BOMBAY RAYON,B ,Q,5.89,5.89,5.56,5.77,5.78,5.70,12,6370,36685.00,
532679,SORILINFRA  ,B ,Q,93.50,94.00,93.50,94.00,94.00,89.55,35,3092,290327.00,
532683,AIAENGINEER ,A ,Q,1552.95,1578.00,1552.95,1574.30,1573.90,1559.10,79,214,335911.00,
532684,EVEREST KANT,B ,Q,22.25,23.30,21.90,22.55,22.55,21.90,143,25250,565921.00,
532686,KERNEX MICRO,T ,Q,24.00,24.50,24.00,24.50,24.50,23.65,8,2401,58774.00,
532687,REPRO INDIA ,B ,Q,503.90,532.00,499.50,513.10,512.60,505.00,31,613,309861.00,
532689,PVR LTD     ,A ,Q,1581.90,1595.90,1558.85,1585.40,1593.90,1586.55,1039,29407,46245939.00,
532692,RADHA MADHAV,T ,Q,4.51,4.51,4.51,4.51,4.51,4.30,4,2850,12853.00,
532693,PUNJ LLOYD  ,B ,Q,1.20,1.21,1.15,1.19,1.21,1.21,37,35153,41813.00,
532694,BARTRONICSIN,T ,Q,2.32,2.33,2.32,2.33,2.33,2.44,3,233,540.00,
532695,CELEBRITYFAS,B ,Q,7.05,7.05,7.05,7.05,7.05,6.85,1,50,352.00,
532696,EDUCOMP SOLN,Z ,Q,1.30,1.32,1.20,1.26,1.26,1.26,19,10953,13356.00,
532698,NITINSPINNER,B ,Q,53.10,53.40,52.20,52.25,52.20,53.55,17,788,41774.00,
532699,ROYALORCH   ,B ,Q,73.90,75.95,72.50,73.55,74.00,75.15,197,2517,186467.00,
532700,ENT NETWORK ,B ,Q,347.00,347.00,346.10,346.10,346.10,352.00,2,2,693.00,
532701,CELLA       ,Z ,Q,3.70,3.70,3.65,3.65,3.65,3.80,4,270,990.00,
532702,GUJ PETRONET,A ,Q,226.70,229.90,221.90,223.55,223.50,224.30,1051,18724,4234834.00,
532705,JAGRAN PRAK ,A ,Q,71.50,74.50,71.50,73.35,73.85,71.40,748,11502,839482.00,
532706,INOX LEISURE,A ,Q,300.00,301.00,290.05,296.05,296.00,294.25,625,4313,1274953.00,
532707,DYNEMIC PRO ,B ,Q,122.65,124.05,118.70,121.40,121.95,120.85,128,4320,525418.00,
532708,GVK POWERINF,B ,Q,5.00,5.00,4.69,4.90,4.95,4.83,119,191039,915568.00,
532710,SADBHAV ENGG,A ,Q,133.05,143.35,133.05,141.55,141.55,140.35,90,1074,150879.00,
532712,REL COM LTD ,A ,Q,0.86,0.86,0.86,0.86,0.86,0.82,61,966324,831038.00,
532713,SAKUMA EXPO ,B ,Q,9.90,10.05,9.60,9.73,9.80,9.91,50,30648,299411.00,XD
532714,KEC INTERN  ,A ,Q,254.00,256.35,246.85,251.40,251.35,253.80,3513,56519,14166475.00,
532716,GILLA ARBUT ,B ,Q,32.50,32.50,32.50,32.50,32.50,32.05,1,311,10107.00,
532717,INDOTECHTR  ,B ,Q,86.65,86.65,86.65,86.65,86.65,92.00,1,26,2252.00,
532719,BL KASHYAP  ,B ,Q,10.91,11.25,10.86,10.89,10.86,11.43,28,18473,201760.00,
532720,M&M FINANSER,A ,Q,340.00,340.70,324.20,338.80,338.75,336.90,1351,89137,29594131.00,
532721,VISA STEEL  ,B ,Q,4.66,5.40,4.66,5.05,5.05,4.81,9,1954,9598.00,
532722,NITCO TILES ,B ,Q,30.00,33.85,29.50,31.70,31.70,28.55,1284,147266,4676388.00,
532725,SOLAR IND   ,A ,Q,1051.15,1102.00,1051.15,1085.35,1102.00,1062.65,15,186,201225.00,
532726,GALLAN METAL,B ,Q,34.00,34.00,30.15,32.55,30.65,31.35,5,152,4885.00,
532727,ADHUNIK MET ,T ,Q,1.09,1.09,1.06,1.06,1.06,1.07,13,73802,78262.00,
532728,MALU PAPER  ,B ,Q,30.50,30.50,28.15,28.15,28.15,31.25,149,30703,865627.00,
532729,UTTAM SUGAR ,B ,Q,110.00,113.50,107.20,109.15,109.15,109.10,892,15913,1760809.00,
532730,STL GLOBAL  ,T ,Q,8.64,9.04,8.64,9.04,9.04,8.64,2,2000,17680.00,
532731,ROHIT FERRO ,T ,Q,0.88,0.88,0.88,0.88,0.88,0.84,5,4234,3725.00,
532733,SUN TVNET   ,A ,Q,441.90,450.65,440.50,446.95,446.00,443.00,1018,77969,34832650.00,
532734,GODAWARI POW,B ,Q,162.35,169.00,161.85,165.65,165.65,163.00,1002,22180,3675709.00,
532735,RSYSTEMINT  ,B ,Q,42.00,43.30,42.00,42.05,42.05,42.30,55,402,16938.00,
532737,EMKAY GLOB F,B ,Q,60.95,64.00,60.15,62.50,62.60,60.05,53,3373,207584.00,
532740,LOKESH MACH ,B ,Q,36.95,36.95,36.00,36.10,36.10,37.30,19,1405,50716.00,
532741,KAMDHENU    ,B ,Q,110.10,113.95,108.25,109.30,108.25,112.05,46,1285,141568.00,
532742,PAUSHAK LTD ,X ,Q,2338.60,2338.60,2255.00,2282.10,2282.10,2343.25,52,408,938306.00,
532744,GTN TEXTILE ,B ,Q,7.59,7.59,7.16,7.58,7.16,6.90,8,222,1682.00,
532745,INDICAP     ,X ,Q,31.60,34.50,31.55,34.50,34.50,34.50,16,3200,105182.00,
532746,UNITY INFRA ,Z ,Q,0.39,0.39,0.39,0.39,0.39,0.39,1,2000,780.00,
532748,PRIME FOCUS ,B ,Q,40.00,47.90,39.30,47.20,47.90,39.95,114,6954,320214.00,
532749,ALLCARGO    ,B ,Q,103.05,103.90,100.00,101.75,101.75,102.45,377,11047,1119796.00,
532751,EASUNREYRL  ,B ,Q,4.64,4.64,4.53,4.64,4.64,4.42,939,2505,11416.00,
532754,GMR INFRASTR,A ,Q,16.75,17.15,16.35,17.05,17.05,16.70,445,730396,12274939.00,
532755,TECH MAH    ,A ,Q,703.45,711.10,701.45,709.15,709.15,705.45,1808,46537,32923412.00,
532756,MAHINDCIE   ,A ,Q,165.40,165.90,160.40,163.65,163.65,163.80,367,4274,699010.00,
532757,VOLTAMP TRAN,B ,Q,1158.00,1162.00,1145.05,1159.60,1162.00,1147.75,45,132,152692.00,
532759,ATLANTA     ,B ,Q,7.64,7.64,7.47,7.64,7.64,7.28,25,10299,78640.00,
532760,DEEP INDS   ,B ,Q,104.05,108.05,104.05,107.70,107.70,106.70,49,1602,170634.00,XD
532761,HOV SERVICES,B ,Q,78.00,80.00,77.00,78.00,77.95,77.65,11,550,43235.00,
532762,ACTION CONST,B ,Q,72.85,72.90,70.40,70.75,70.75,72.10,104,13634,969340.00,
532764,GEECEE      ,B ,Q,100.00,102.95,100.00,101.25,102.00,100.35,54,1644,167152.00,
532766,RICHA IND   ,Z ,Q,1.00,1.00,0.99,0.99,0.99,0.99,4,132,130.00,
532767,GAYATRI PROJ,B ,Q,115.35,122.65,114.50,119.90,119.70,114.55,136,729,86922.00,
532768,FIEM INDS   ,B ,Q,352.00,362.45,351.70,358.90,360.45,355.95,604,2074,743535.00,
532771,JHS SVEN    ,B ,Q,19.45,19.99,19.45,19.99,19.99,19.45,23,4969,98626.00,
532772,DCBBANK     ,A ,Q,203.00,204.55,199.45,201.40,200.20,201.50,480,32771,6623921.00,
532773,GLOBAL VECT ,B ,Q,62.05,62.05,58.20,60.50,60.50,61.20,119,9897,593383.00,
532774,INSPIRISYS  ,B ,Q,42.25,46.00,42.25,45.00,45.00,41.65,9,149,6604.00,
532775,GTL INFRAST ,T ,Q,0.63,0.63,0.63,0.63,0.63,0.60,11,42930,27045.00,
532776,SHIVAM AUTO ,B ,Q,24.75,25.30,24.50,25.10,25.10,24.55,72,10370,256663.00,
532777,INFO EDGE   ,A ,Q,1886.00,1912.20,1838.90,1897.75,1900.00,1864.55,1566,14681,27738294.00,
532779,TORNT POWER ,A ,Q,282.35,282.40,278.00,280.05,280.00,280.65,366,23410,6552310.00,
532780,PARSVNATH   ,T ,Q,3.15,3.15,2.86,2.99,2.96,3.01,53,10412,30479.00,
532782,SUTLEJ TEXT ,B ,Q,29.00,29.25,27.40,28.95,28.95,29.00,312,3690,104532.00,
532783,DAAWAT      ,B ,Q,28.50,29.25,25.65,27.75,27.75,27.65,876,180993,4957359.00,
532784,SOBHA       ,A ,Q,530.00,535.75,523.65,529.25,528.50,528.65,287,1881,996927.00,
532785,RUCHIRA PAP ,B ,Q,102.15,102.70,96.45,98.10,97.65,101.80,244,10794,1067713.00,
532788,XLENERGY    ,T ,Q,0.48,0.48,0.48,0.48,0.48,0.46,1,575,276.00,
532790,TANLA       ,B ,Q,58.05,59.30,56.65,57.30,57.10,59.00,337,11451,660862.00,
532794,ZEEMEDIA    ,B ,Q,11.57,11.65,11.15,11.21,11.34,11.57,88,42550,479153.00,
532795,SITINET     ,B ,Q,2.20,2.20,2.10,2.20,2.20,2.10,38,53195,117028.00,
532796,LUMAX TECH  ,B ,Q,91.20,94.95,91.00,91.35,91.40,93.15,69,721,66404.00,
532797,AUTOIND     ,B ,Q,43.45,46.00,40.60,40.90,40.70,42.20,564,22329,972840.00,
532798,NTWK MED INV,A ,Q,24.50,25.40,24.45,25.15,25.40,24.45,105,12392,308306.00,
532799,HUBTOWN     ,B ,Q,16.45,16.45,16.00,16.00,16.00,16.25,16,21666,350696.00,
532800,TV18BRDCST  ,A ,Q,22.00,22.10,21.50,21.70,21.70,21.45,233,100847,2194455.00,
532801,CAMBRIDGE   ,B ,Q,31.50,31.50,31.50,31.50,31.50,31.85,1,2,63.00,
532804,TECHNOCRAFT ,B ,Q,376.50,392.40,373.50,390.00,390.00,384.15,167,734,279729.00,
532805,REDINGTON   ,A ,Q,109.80,112.00,109.25,110.00,110.00,109.95,171,2796,309215.00,
532807,CINELINE    ,B ,Q,37.50,40.55,37.00,37.55,37.60,36.20,161,8300,311606.00,
532808,PGIL        ,B ,Q,148.40,152.00,147.15,147.15,147.15,146.60,95,269,40219.00,
532809,FSL         ,A ,Q,50.00,53.90,49.95,53.55,53.55,50.15,2194,576902,30180509.00,
532810,POWER FINAN ,A ,Q,112.90,112.90,108.25,111.15,111.15,111.70,2409,1350511,148374469.00,
532811,AHLUWALIA CO,B ,Q,324.95,324.95,307.00,311.75,307.00,311.70,20,248,77454.00,
532812,TRANSWARRANT,B ,Q,4.45,4.45,4.45,4.45,4.45,4.56,1,100,445.00,
532813,C & C CONSTR,Z ,Q,4.24,4.24,4.24,4.24,4.24,4.24,2,400,1696.00,
532814,INDIAN BANK ,A ,Q,166.90,167.50,163.25,165.10,164.70,166.25,750,43745,7230124.00,
