SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
514428,HINDU.ADHESI,X ,Q,84.05,84.05,84.00,84.00,84.00,84.00,2,129,10837.00,
514442,SRI KPR IND ,X ,Q,14.60,14.60,14.60,14.60,14.60,15.35,4,708,10336.00,
514448,JYOTI RESINS,X ,Q,166.00,168.85,165.00,168.00,168.00,161.90,9,691,115226.00,
514450,MAHA.RUBTECH,X ,Q,38.15,38.15,34.75,35.00,35.00,37.35,5,45,1618.00,
514460,OSWAL YARNS ,XT,Q,5.21,5.21,5.21,5.21,5.21,4.97,1,1,5.00,
515030,ASAHI IN.GLA,A ,Q,186.00,188.35,186.00,188.35,188.35,185.60,32,33,6145.00,
515037,MURD.CERAM  ,B ,Q,18.40,19.00,17.38,17.61,17.61,16.19,362,64436,1159293.00,
515043,SAINT-GOBAIN,X ,Q,43.00,44.35,42.60,43.95,43.95,42.95,222,33110,1439577.00,
515055,ANANTRAJ    ,B ,Q,35.30,36.35,35.00,36.05,36.05,35.15,189,29319,1041915.00,
515085,RESTILE CER.,XT,Q,2.90,3.14,2.85,3.14,3.14,3.00,4,1601,4608.00,
515093,MADHAV MARB.,B ,Q,29.10,32.75,28.80,29.00,29.00,27.90,12,494,14583.00,
515145,HIND.NAT.GLS,T ,Q,25.90,25.90,25.80,25.80,25.80,25.25,3,1000,25850.00,
515147,HALDYN GLASS,X ,Q,31.55,32.70,31.45,31.55,31.60,32.15,131,28896,920404.00,
516003,DUROPLY     ,X ,Q,58.00,59.85,54.05,57.40,57.60,56.15,10,874,49944.00,
516007,MANGALAM TIM,T ,Q,8.24,8.24,8.11,8.22,8.22,7.90,8,1070,8749.00,
516016,SHREYANS IND,B ,Q,136.00,136.15,129.00,132.30,132.70,135.35,54,1049,139576.00,
516020,AGIO PAPER  ,X ,Q,2.50,2.50,2.50,2.50,2.50,2.50,1,40,100.00,
516022,STAR PAPER  ,B ,Q,140.15,140.20,131.90,135.95,135.95,141.00,2788,59609,8068376.00,
516030,YASH PAPERS ,X ,Q,55.00,60.50,53.60,59.80,59.80,54.75,855,292431,17163770.00,
516062,NAT.PLYWOOD ,XT,Q,22.70,22.70,22.70,22.70,22.70,23.85,2,685,15549.00,
516064,ARROWGREEN  ,T ,Q,61.40,64.50,61.40,64.45,64.40,64.40,12,1970,124099.00,
516072,VISHNU CHEM ,B ,Q,114.30,137.15,114.30,136.10,135.10,114.30,718,15072,1995206.00,
516082,N.R.AGARWAL ,B ,Q,268.00,274.55,254.00,261.05,260.00,273.75,893,9360,2472815.00,
516096,SANGAL PAPER,XT,Q,88.05,96.35,88.00,96.35,96.35,92.25,7,503,44497.00,
516106,SH.KARTHIK P,XT,Q,5.24,5.24,5.24,5.24,5.24,5.51,1,1,5.00,
516108,S.I.PAPER   ,X ,Q,76.50,82.95,76.50,78.35,78.25,80.45,21,2429,193705.00,
517015,VINDHYA TELE,B ,Q,937.00,979.25,931.65,971.20,951.10,925.60,160,1275,1225703.00,
517035,RUTTONSHA IN,X ,Q,43.50,43.50,43.45,43.50,43.45,47.85,2,14,608.00,
517041,ADORWELDING ,B ,Q,307.00,313.75,299.90,311.70,311.00,298.05,292,2512,772653.00,
517059,SALZER ELEC ,B ,Q,122.00,127.70,122.00,126.50,124.00,124.10,46,627,78456.00,
517063,JETINFOTRAN ,XT,Q,31.50,31.50,31.50,31.50,31.50,30.05,1,3,94.00,
517077,INDAGIV COMM,XT,Q,43.75,43.75,43.75,43.75,43.75,46.05,1,2,87.00,
517080,HIGHGROUND  ,B ,Q,1.15,1.15,1.10,1.10,1.10,1.15,17,11661,13055.00,
517096,APLAB LTD.  ,X ,Q,8.12,8.12,8.12,8.12,8.12,8.12,1,75,609.00,
517146,USHA MART.LT,B ,Q,26.10,26.70,25.95,26.05,26.05,26.00,111,29667,776027.00,
517166,SPEL SEMICON,XT,Q,4.70,4.92,4.50,4.90,4.90,4.70,37,7374,34471.00,
517168,SUBROS LTD. ,B ,Q,241.00,244.80,232.05,238.35,237.80,236.65,631,6026,1438986.00,
517174,HONEYWELL   ,A ,Q,26850.00,27166.80,26700.00,27059.35,27166.80,26888.35,90,1594,42768576.00,
517214,DIGISPICE   ,T ,Q,6.96,6.96,6.96,6.96,6.96,6.64,1,50,348.00,
517224,SUJANA INDUS,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,1,0.00,
517236,CALCOM VISIO,X ,Q,19.00,20.40,18.20,18.35,18.20,20.20,38,4229,78543.00,
517238,DYNAVISION  ,XT,Q,47.00,48.80,45.05,45.05,45.05,47.25,4,205,9520.00,
517264,FINELINE CI ,X ,Q,16.85,16.85,16.75,16.85,16.85,16.55,4,285,4788.00,
517271,HBL P SYS   ,B ,Q,17.30,17.30,16.95,17.10,17.05,17.25,33,4766,81728.00,
517288,GUJARATPOLY ,X ,Q,15.40,15.40,14.10,15.23,15.23,14.70,4,102,1443.00,
517300,GUJ.IND.POW.,B ,Q,69.25,69.75,69.10,69.40,69.75,69.55,115,3321,230348.00,
517330,CMI LTD.    ,B ,Q,68.00,70.05,67.30,69.00,69.00,66.45,51,2678,183649.00,
517334,MOTHERSON SS,A ,Q,104.70,108.00,103.30,107.55,107.55,103.20,4689,969305,103177753.00,
517344,MINDTECK (I),B ,Q,31.05,38.00,31.05,36.50,36.65,32.00,146,5084,184723.00,
517354,HAVELLSINDIA,A ,Q,670.70,681.00,662.70,673.00,671.15,669.15,1073,53778,36203055.00,
517356,ACI INFOCOM ,X ,Q,0.25,0.25,0.25,0.25,0.25,0.24,1,1,0.00,
517372,GUJ.INTRUX  ,X ,Q,82.70,82.70,81.95,81.95,81.95,78.85,3,220,18044.00,
517380,IGARSHI MOT ,B ,Q,214.95,215.00,203.10,205.65,204.60,210.10,295,3805,783051.00,
517385,SYMPHONY    ,A ,Q,1259.45,1275.00,1251.70,1260.45,1251.70,1254.95,79,325,410011.00,
517399,VXL INSTRUM.,XT,Q,2.13,2.13,2.13,2.13,2.13,2.24,2,100,213.00,
517403,SUN SOURCE  ,XT,Q,2.71,2.71,2.71,2.71,2.71,2.71,1,11,29.00,
517417,PATEL AIRTEM,X ,Q,99.00,99.40,99.00,99.40,99.40,96.70,7,303,30067.00,
517421,BFLYGANDHI  ,B ,Q,168.90,172.30,164.00,170.20,168.00,167.80,133,1168,197037.00,
517437,DUTRON POLY.,XT,Q,132.20,146.00,132.20,146.00,146.00,139.05,2,6,807.00,
517447,R.S.SOFTWARE,B ,Q,19.85,19.95,19.55,19.60,19.60,19.85,10,911,17873.00,
517449,MAGNA ELECTR,X ,Q,175.00,177.70,174.00,176.75,177.00,171.55,25,2241,392508.00,
517463,LINAKS MICRO,XT,Q,0.57,0.57,0.57,0.57,0.57,0.59,3,2325,1325.00,
517477,ELNET TECH. ,X ,Q,98.05,99.00,98.00,98.30,98.30,99.00,11,1325,130039.00,
517494,ACCEL       ,X ,Q,5.30,6.20,5.30,6.19,6.19,6.39,10,983,5776.00,
517498,WEBELSOLAR  ,B ,Q,19.65,20.45,19.40,20.05,20.10,19.50,177,10463,208451.00,
517500,ROTO PUMPS  ,X ,Q,129.00,129.00,120.00,124.40,124.00,126.50,131,11914,1477208.00,
517506,TTK PRESTIGE,A ,Q,5860.00,5878.80,5830.00,5853.90,5878.80,5864.85,21,33,192958.00,
517514,DHINDIA     ,X ,Q,17.55,18.45,17.15,17.20,17.20,19.05,69,10788,188593.00,
517522,RAJ GLO WIR ,X ,Q,360.10,377.00,360.10,363.55,361.30,364.75,49,979,361660.00,
517530,SURANATP    ,B ,Q,3.71,3.94,3.71,3.94,3.94,3.92,2,259,974.00,
517536,ONWARD TECHN,B ,Q,64.50,64.80,62.50,64.30,64.80,61.95,55,2309,146257.00,
517548,STARLITE COM,XT,Q,7.38,7.38,6.82,7.32,7.32,7.17,11,443,3068.00,
517554,NHCFOODS    ,X ,Q,5.42,5.85,5.42,5.42,5.42,5.70,7,4001,21685.00,
517562,TRIGYN TECH ,B ,Q,53.20,55.00,53.15,54.10,54.25,53.95,106,6193,335581.00,
517569,KEI INDUST. ,A ,Q,472.50,474.00,468.85,470.20,469.95,467.75,85,1273,600227.00,
517571,IMPPOWERS   ,B ,Q,20.00,21.25,19.50,20.20,20.20,20.25,13,858,17278.00,
518011,KEERTHI     ,XT,Q,60.90,61.00,60.90,61.00,61.00,58.10,3,92,5607.00,
518029,GUJ.SIDH.CEM,B ,Q,18.10,18.80,18.10,18.50,18.80,18.25,18,2837,52317.00,
518075,SURAJ PRODUC,Z ,Q,13.30,13.30,13.30,13.30,13.30,14.00,1,200,2660.00,
518091,ANJANI PORTL,B ,Q,148.55,148.55,148.55,148.55,148.55,145.95,1,20,2971.00,
519003,MODINATURAL ,X ,Q,37.25,37.25,37.25,37.25,37.25,35.50,7,12100,450725.00,
519091,TASTY BITE  ,B ,Q,8360.05,8399.95,8320.55,8399.95,8399.95,8386.00,14,15,125401.00,
519097,RITESH INTER,XT,Q,6.55,6.82,6.50,6.82,6.82,6.50,5,571,3891.00,
519105,AVT NATURAL ,B ,Q,23.30,23.30,22.70,22.95,22.95,23.15,64,1041,24020.00,
519126,HIND.FOODS  ,B ,Q,507.90,507.90,497.00,497.80,497.80,507.75,29,382,190373.00,
519136,NAHAR INDUST,B ,Q,27.70,27.70,26.35,27.45,27.45,27.20,13,1952,53596.00,
519152,VADILAL ENT ,XT,Q,1149.00,1152.35,1042.65,1146.90,1143.00,1097.50,33,183,209264.00,
519156,VADILAL IND ,B ,Q,784.95,795.15,763.00,789.35,789.35,780.75,470,6612,5144575.00,
519183,ADF FOODS LT,B ,Q,270.00,280.00,267.35,275.95,276.00,270.00,269,2724,753091.00,
519214,WILLIAM.FIN.,X ,Q,10.85,10.85,10.85,10.85,10.85,10.36,1,100,1085.00,
519216,AJANTA SOYA ,XT,Q,20.90,20.90,20.50,20.85,20.90,20.90,19,2344,48937.00,
519224,WILLIAM.MAGO,B ,Q,19.00,19.15,18.70,18.70,18.70,18.25,12,1625,31064.00,
519230,RICHIRICH   ,XT,Q,2.70,2.70,2.70,2.70,2.70,2.80,1,97,261.00,
519248,JVL AGRO    ,Z ,Q,0.90,0.94,0.86,0.94,0.94,0.90,5,1400,1236.00,
519260,SANWARIA    ,B ,Q,2.86,2.91,2.69,2.69,2.69,2.83,800,1665163,4582420.00,
519262,PRIMA AGRO L,XT,Q,11.13,11.13,11.00,11.00,11.00,10.60,2,100,1102.00,
519285,TARAI FOODS ,XT,Q,3.80,3.80,3.80,3.80,3.80,3.90,1,3,11.00,
519287,MODERN DAIRI,X ,Q,4.27,4.42,4.07,4.37,4.42,4.27,13,1651,6848.00,
519295,BAMBINO AGRO,X ,Q,132.50,139.30,132.50,138.45,138.45,137.30,12,1516,209325.00,
519307,VIKAS WSP   ,B ,Q,11.12,11.39,10.82,10.92,10.92,11.32,271,110757,1212748.00,
519319,JATALIA     ,XT,Q,2.30,2.53,2.30,2.53,2.53,2.41,5,160,391.00,
519359,POONA DAL   ,X ,Q,32.50,32.50,30.00,30.00,30.00,30.75,10,472,14652.00,
519397,SHARAT INDUS,XT,Q,23.50,23.50,23.50,23.50,23.50,23.90,2,10,235.00,
519421,KSE LIMITED ,XT,Q,1204.00,1204.00,1188.00,1188.00,1188.00,1205.00,11,277,330900.00,
519455,NARBADA     ,X ,Q,55.00,55.00,55.00,55.00,55.00,56.95,2,2,110.00,
519457,VIRAT CRANE ,X ,Q,22.70,23.00,21.00,21.40,21.00,21.75,22,6754,146135.00,
519475,CHORDIA FOOD,X ,Q,145.00,145.00,145.00,145.00,145.00,145.00,3,44,6380.00,
519483,TAI INDUST. ,XT,Q,11.86,12.40,11.86,12.40,12.40,11.86,9,100,1207.00,
519491,OCEAN AGRO  ,X ,Q,24.30,25.00,24.30,24.40,25.00,24.50,7,406,9889.00,
519532,ASIAN TEA   ,X ,Q,11.00,11.00,11.00,11.00,11.00,11.00,2,10,110.00,
519552,HERITGFOOD  ,A ,Q,374.35,393.20,374.35,379.65,381.25,372.25,89,1449,554352.00,
519560,NEHA INTER. ,XT,Q,0.79,0.87,0.79,0.87,0.87,0.83,4,1145,988.00,
519566,SIMRAN FARMS,X ,Q,85.10,85.10,77.60,85.10,85.10,81.05,200,20080,1675385.00,
519588,DFM FOODS   ,B ,Q,251.50,254.00,250.50,252.65,252.65,252.70,19,1801,454355.00,
519600,CCL PRODUCTS,A ,Q,245.70,249.30,245.00,249.05,249.05,244.10,191,864,212699.00,
519602,KELLTONTEC  ,B ,Q,17.10,17.20,17.00,17.15,17.15,16.75,35,7441,127049.00,
519612,MAHAAN FOODS,X ,Q,13.30,14.60,13.30,14.60,14.60,13.95,4,3203,42626.00,
520008,RICO AUTO   ,B ,Q,40.50,47.30,40.45,46.05,46.05,40.40,1595,249857,11267735.00,
520021,OMAX AUTOS. ,B ,Q,41.60,41.60,41.60,41.60,41.60,39.65,7,3150,131040.00,
520043,MUNJAL SHOWA,B ,Q,130.55,135.85,129.20,132.00,131.25,135.00,244,2969,390144.00,
520051,JAMNA AUTO  ,A ,Q,38.65,38.90,37.65,38.05,37.85,38.40,386,59138,2253192.00,
520056,SUNDAR.CLAY ,A ,Q,2050.00,2050.00,1988.00,2013.35,2024.00,1998.95,22,52,103855.00,
520057,JTEKTINDIA  ,B ,Q,84.40,86.00,82.85,85.25,85.25,84.75,95,4490,378781.00,
520059,MUNAUTO     ,B ,Q,39.90,40.75,38.00,40.00,40.00,39.05,183,18657,735887.00,
520066,JAYBH.MARUTI,B ,Q,173.00,178.00,169.95,173.20,173.20,171.15,365,17950,3130747.00,
520073,RACLGEAR    ,X ,Q,68.10,71.50,68.05,68.85,68.15,69.40,124,20974,1465803.00,
520075,SAMKRG PIST.,X ,Q,116.00,119.50,114.20,119.00,119.00,114.95,62,2979,350503.00,
520086,SICAL LOG   ,B ,Q,30.70,31.25,28.50,29.75,30.00,29.80,281,50960,1545994.00,
520111,RATNAMNI MET,B ,Q,918.50,936.35,909.00,931.15,936.35,934.40,50,233,216482.00,
520113,VESUVIUS IND,B ,Q,929.00,934.45,922.55,931.90,922.55,943.05,57,224,208513.00,
520119,AUTOMOTIVE S,B ,Q,34.55,34.55,34.55,34.55,34.55,34.60,49,212,7324.00,
520123,ABC INDIA   ,X ,Q,59.00,65.20,59.00,61.00,61.00,60.00,5,276,16349.00,
520127,BALURGHAT TE,X ,Q,7.95,8.20,7.95,8.20,8.20,8.35,6,1825,14515.00,
520139,JAGSON AIRLI,XT,Q,0.62,0.65,0.62,0.65,0.65,0.65,4,820,524.00,
520151,SHREY SH LOG,B ,Q,93.10,94.00,93.10,94.00,94.00,93.10,13,220,20517.00,
520155,STARLOG     ,X ,Q,15.50,16.25,14.80,15.50,15.50,15.50,9,1324,19957.00,
521014,EUROTEX IND ,B ,Q,12.54,12.54,12.53,12.53,12.53,12.00,2,113,1416.00,
521016,INDO COUNT  ,B ,Q,46.60,46.60,45.00,45.15,45.00,45.70,25,1650,74867.00,
521018,MARAL OVERS ,B ,Q,19.90,19.90,18.50,19.05,19.45,18.35,9,254,5018.00,
521034,SOMA TEXTILE,T ,Q,3.80,4.20,3.80,4.11,4.20,4.00,8,302,1210.00,
521064,TRIDENT     ,A ,Q,60.95,61.40,60.10,60.70,60.70,60.70,343,40478,2452346.00,
521070,ALOK INDS.  ,B ,Q,2.39,2.39,2.39,2.39,2.39,2.65,360,919938,2198651.00,
521082,SPENTEX INDS,T ,Q,0.73,0.73,0.73,0.73,0.73,0.76,1,1,0.00,
521097,AMARJOTHI SP,X ,Q,67.00,70.00,67.00,69.50,70.00,69.55,11,1030,70740.00,
521109,NAGREEKA EXP,B ,Q,14.00,15.45,14.00,15.41,15.45,14.28,4,119,1694.00,
521113,SUDITI IND. ,X ,Q,18.00,18.00,16.80,17.55,18.00,17.90,7,882,15227.00,
521141,ADITYA SPIN.,XT,Q,3.95,3.95,3.95,3.95,3.95,3.77,1,900,3555.00,
521149,PRIME URBAN ,XT,Q,6.30,6.30,6.30,6.30,6.30,6.00,1,10,63.00,
521151,DHANLXMI FAB,X ,Q,23.45,23.45,21.25,21.25,21.25,22.35,2,501,10648.00,
521163,ZODIAC CLOTH,B ,Q,215.10,221.55,208.50,212.25,211.00,211.30,31,502,106012.00,
521180,SUPER SPIN. ,B ,Q,4.14,4.25,4.14,4.25,4.25,4.14,3,65,269.00,
521182,SEASONS FUR.,XT,Q,2.04,2.04,2.04,2.04,2.04,1.95,3,2000,4080.00,
521200,SURYLAK.COTT,B ,Q,23.00,24.50,21.70,22.95,23.00,23.00,36,1595,36262.00,
521206,SAMTEX FASH.,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,10,5724,2804.00,
521210,CITYMAN     ,XT,Q,1.75,1.75,1.75,1.75,1.75,1.78,5,407,712.00,
521216,DHAN ROTO SP,X ,Q,21.55,21.55,21.55,21.55,21.55,20.55,6,641,13813.00,
521220,DAMOINDUS   ,B ,Q,32.00,35.50,32.00,33.55,34.00,31.80,20,531,17381.00,
521228,TATIA GLOB  ,X ,Q,0.22,0.22,0.22,0.22,0.22,0.22,1,100,22.00,
521234,SRI NACHAMAI,X ,Q,12.49,12.49,12.49,12.49,12.49,13.14,2,100,1249.00,
521240,SAMBANDAM SP,X ,Q,86.70,86.70,81.00,85.90,85.90,84.35,5,31,2542.00,
521248,KITEX GARMEN,B ,Q,86.05,86.30,85.00,86.25,86.10,86.95,21,1803,155397.00,
522001,CRANEX LTD. ,X ,Q,9.04,9.04,9.04,9.04,9.04,9.50,2,200,1808.00,
522004,BATLIBOI LTD,X ,Q,11.19,11.20,10.66,10.66,10.75,10.67,8,2891,31822.00,
522005,AUSTIN ENGG.,X ,Q,43.30,46.40,43.30,46.00,46.00,43.75,8,541,24389.00,
522014,UNITED DRILL,X ,Q,73.15,78.40,73.15,76.95,76.95,75.50,16,1642,122439.00,
522017,FLUIDOMAT   ,X ,Q,83.00,85.00,82.60,85.00,85.00,83.05,7,1103,91515.00,
522029,WINDSOR MACH,B ,Q,25.85,25.85,23.65,25.85,25.85,24.65,62,26033,669889.00,
522034,SHANTHI GEAR,B ,Q,90.30,90.90,90.00,90.55,90.00,89.15,17,157,14179.00,
522064,HONDA SIEL  ,B ,Q,966.15,1004.70,958.35,1000.20,1000.00,972.95,44,115,113394.00,
522073,HITECHGEAR  ,B ,Q,178.00,178.00,173.20,174.70,175.00,179.90,51,484,85597.00,
522074,ELGI EQUIP  ,A ,Q,253.35,255.00,251.65,254.60,255.00,253.50,35,478,121342.00,
522101,KILBURN ENGG,X ,Q,23.65,23.65,22.05,22.65,22.65,22.35,32,3915,89011.00,
522105,BIRLA PRETEC,X ,Q,7.80,7.84,7.20,7.46,7.46,7.47,63,19828,151139.00,
522108,YUKEN INDIA ,X ,Q,553.00,562.95,550.00,557.05,557.05,550.20,216,3881,2158921.00,
522113,TIMKEN (I)  ,B ,Q,697.00,700.00,686.05,691.65,686.05,691.70,526,2368,1635740.00,
522122,VOITH PAPER ,X ,Q,790.00,790.00,782.00,789.90,789.90,789.00,19,426,336314.00,
522134,ARTSON ENG  ,XT,Q,34.50,34.50,33.00,33.15,33.95,33.85,53,24338,808548.00,
522152,SOLITAIR MC ,X ,Q,27.20,30.00,27.20,29.70,29.70,29.90,9,261,7685.00,
522163,DIAMONPOWER ,Z ,Q,0.59,0.59,0.56,0.56,0.56,0.57,5,109237,61226.00,
522165,INDSIL HYD  ,X ,Q,33.50,34.45,33.25,34.00,33.80,32.45,34,4196,142070.00,
522183,ITL INDUSTRS,X ,Q,107.00,107.00,99.00,102.90,102.90,101.00,3,13,1302.00,
522195,FRONTIER SPR,X ,Q,206.00,210.95,200.00,202.20,205.00,204.15,66,1332,270068.00,
522205,PRAJ IND.LTD,B ,Q,114.30,120.90,113.60,118.05,117.70,114.75,2939,197921,23383267.00,
522207,RASANDIK ENG,X ,Q,76.00,76.00,69.40,74.55,74.95,74.85,17,1250,91757.00,
522215,SWISS GLASS ,X ,Q,190.65,191.95,189.90,190.40,191.95,183.80,7,215,40942.00,
522217,GUJ APOIND  ,B ,Q,147.00,155.95,146.00,146.10,146.00,147.30,12,520,78192.00,
522229,TANEJA AERO.,X ,Q,22.40,22.40,21.85,22.15,22.15,22.40,28,3085,68293.00,
522231,CONART ENG. ,X ,Q,21.30,23.85,21.30,23.05,23.85,23.90,18,1571,35303.00,
522241,M.M.FORGINGS,B ,Q,387.55,387.55,387.55,387.55,387.55,388.00,1,50,19377.00,
522245,IYKOT HITEC ,Z ,Q,6.20,6.39,6.20,6.39,6.39,6.46,2,100,635.00,XD
522249,MAYUR UNIQ. ,B ,Q,216.75,217.00,213.00,213.15,213.15,215.20,190,3844,821890.00,
522251,CENLUB INDUS,X ,Q,60.00,62.00,60.00,61.00,61.70,61.30,7,707,42636.00,
522257,RAJOO ENGIN.,X ,Q,15.55,16.99,15.55,16.72,16.45,15.55,52,13063,215202.00,
522261,DOLPHIN OFF.,T ,Q,15.38,15.38,15.38,15.38,15.38,14.65,18,1256,19317.00,
522263,JMC PROJECTS,B ,Q,113.00,113.65,112.00,112.65,112.70,113.15,259,4178,472068.00,
522273,AHMED.STEEL ,XT,Q,13.00,13.00,13.00,13.00,13.00,13.00,1,1,13.00,
522275,GET&D       ,A ,Q,166.65,166.65,160.55,164.15,164.40,165.90,58,558,91469.00,
522281,RAM RAT.WIRE,X ,Q,82.15,83.95,80.00,80.05,82.50,80.40,47,4276,346421.00,
522285,JAY NECO IND,T ,Q,3.87,4.27,3.87,4.04,4.05,4.07,36,11706,49140.00,
522287,KALPA.POWER ,A ,Q,470.05,474.90,450.00,452.80,452.80,464.95,335,7869,3658581.00,
522294,T & I GLOBAL,X ,Q,79.00,79.00,74.05,78.95,78.95,76.05,7,510,39794.00,
522650,BEMCO HYDRAU,X ,Q,143.50,144.00,143.50,144.00,144.00,144.00,4,500,71890.00,
523007,ANSAL BUILD.,X ,Q,32.55,34.90,32.50,34.90,34.90,33.80,10,1276,43508.00,
523011,WEIZMANN LTD,B ,Q,28.95,28.95,26.45,27.00,27.00,26.15,243,420,11193.00,
523019,B.N.RATHI SE,X ,Q,19.25,19.25,19.25,19.25,19.25,18.95,3,4,77.00,
523023,SINCLAIR HOT,X ,Q,307.50,309.75,299.60,300.00,300.00,310.90,21,399,121073.00,
523025,SAFARI IND. ,B ,Q,560.00,565.00,541.25,562.60,565.00,565.30,146,2136,1179792.00,
523100,COSMO FERR. ,X ,Q,6.36,6.82,6.36,6.82,6.82,6.50,17,3098,20408.00,
523120,ADOR MULTI. ,XT,Q,45.65,45.65,45.65,45.65,45.65,43.50,1,10,456.00,
523144,MEDI CAPS   ,XT,Q,15.75,15.80,14.80,14.85,14.85,15.05,12,1465,22596.00,
523160,MORGAN CRU  ,X ,Q,1650.00,1664.05,1637.75,1650.20,1650.00,1644.50,22,373,615308.00,
523204,ABAN OFFSHO ,B ,Q,28.60,29.40,27.20,29.40,29.40,28.00,366,37815,1080149.00,
523207,KOKUYOCMLN  ,B ,Q,73.00,73.35,72.95,73.35,73.35,71.00,5,33,2410.00,
523209,NICCO UCO AL,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,3,100,19.00,
523222,SRM ENERGY  ,XT,Q,3.26,3.26,3.26,3.26,3.26,3.43,1,20,65.00,
523229,BHARAT SEATS,X ,Q,62.00,62.00,60.00,61.10,61.55,61.65,74,3201,195712.00,
523242,NB FOOT WEAR,P ,Q,2.81,2.81,2.81,2.81,2.81,2.95,1,100,281.00,
523248,MACHINO PLAS,X ,Q,67.75,73.90,67.75,70.55,70.55,70.05,8,761,53501.00,
523260,PEARL POLYME,T ,Q,9.50,9.50,9.50,9.50,9.50,9.15,1,200,1900.00,
523261,VENKEY'S (I),A ,Q,1606.00,1692.70,1606.00,1642.25,1642.25,1604.50,6166,61608,102068141.00,
523277,G.V.FILMS   ,X ,Q,0.45,0.49,0.44,0.49,0.49,0.46,29,52147,25021.00,
523283,SUPER HOUSE ,B ,Q,87.00,87.50,86.05,87.50,87.50,83.35,109,11055,965668.00,
523301,TCPL PACK   ,B ,Q,295.00,295.00,295.00,295.00,295.00,294.35,1,10,2950.00,
523319,BALMER LAWRI,B ,Q,172.00,173.05,169.00,172.05,172.05,170.95,405,15383,2636669.00,
523323,KOVAI MEDI. ,X ,Q,685.10,704.00,681.00,683.00,683.00,695.00,65,1314,909497.00,
523329,ELDECO HOUS.,X ,Q,1929.00,1929.00,1929.00,1929.00,1929.00,1910.15,1,1,1929.00,
523367,DCMSHRIRAM  ,A ,Q,419.45,438.80,412.40,423.15,423.15,416.05,1166,21121,9036905.00,
523369,DCM SHR.IND ,X ,Q,160.00,167.00,155.00,157.80,157.80,160.55,271,26851,4325635.00,
523371,MAWANA SUGAR,B ,Q,34.25,36.95,32.40,35.90,36.00,34.20,218,18693,666634.00,
523384,MAH.RAS.APEX,T ,Q,76.05,76.05,75.15,75.25,75.25,76.05,5,558,42289.00,
523385,NILKAMAL L  ,A ,Q,1031.70,1078.90,1031.55,1072.05,1071.60,1043.40,72,596,628506.00,
523391,NAHAR POLY  ,B ,Q,37.00,37.80,34.05,34.15,34.05,33.05,11,35,1214.00,
523395,3M INDIA LTD,A ,Q,20130.00,20489.00,20100.00,20395.45,20489.00,20132.85,80,1636,33066798.00,
523398,JCHAC       ,B ,Q,1689.00,1740.00,1678.70,1708.90,1713.70,1673.10,62,279,473960.00,
523405,JM FINANCIAL,A ,Q,74.90,75.15,73.20,74.35,74.70,75.00,100,5694,419326.00,
523411,ADCINDIA    ,X ,Q,164.10,172.95,164.10,172.95,172.95,173.35,2,72,12009.00,
523415,COVENTRY COI,XT,Q,1.07,1.07,1.07,1.07,1.07,1.12,1,100,107.00,
523445,REL INDL INF,B ,Q,269.00,276.00,266.05,274.20,274.20,270.15,3713,85174,23145093.00,
523449,SHARP INDIA ,XT,Q,15.95,15.95,15.20,15.95,15.95,15.95,7,564,8819.00,
523457,LINDEINDIA  ,A ,Q,484.00,490.20,480.25,480.60,482.35,483.50,53,1143,551206.00,
523465,IND.BANK HSG,B ,Q,25.75,30.95,25.70,29.95,30.95,30.00,13,347,9861.00,
523475,LOTUS CHOC  ,X ,Q,16.30,16.45,15.50,15.55,15.55,16.55,6,302,4767.00,
523483,PACIFIC IND.,X ,Q,114.05,114.05,113.90,113.90,113.90,119.80,3,47,5354.00,
523519,UNI OFF AUTO,XT,Q,1.11,1.11,1.02,1.02,1.02,1.06,6,1519,1668.00,
523537,APM INDUS.  ,X ,Q,21.50,22.50,21.50,22.40,22.40,21.50,11,1158,25485.00,
523539,PRECISION WR,B ,Q,167.35,168.95,165.00,165.20,165.20,169.50,45,147,24555.00,
523550,KRYPTON IND ,X ,Q,14.00,14.00,13.90,13.90,13.90,12.98,2,2,27.00,
523558,NETWORK LTD.,XT,Q,1.93,1.93,1.93,1.93,1.93,1.93,1,79,152.00,
523574,FEL         ,B ,Q,24.75,24.85,24.00,24.30,24.30,24.65,50,8976,219892.00,
523586,IND.TONERS  ,X ,Q,98.95,101.25,97.00,98.90,99.00,98.95,19,834,82953.00,
523594,KUNSTSTOFFE ,X ,Q,25.00,27.55,25.00,27.55,27.55,26.25,6,3140,86200.00,
523598,SHIPP.CORPN ,A ,Q,34.00,36.45,33.40,36.05,36.05,34.40,1231,731546,26296762.00,
523610,ITI LTD.    ,A ,Q,78.50,81.90,76.80,81.30,81.30,78.45,3044,282644,22613012.00,
523618,DREDGING COR,B ,Q,342.75,377.05,338.50,371.15,371.15,339.95,5911,177172,64145112.00,
523620,PHARMASIA   ,XT,Q,13.50,13.50,13.50,13.50,13.50,14.00,1,42,567.00,
